,k1,k2,k3
0,213.99539,242.98167,202.8991
1,214.50467,244.31302,203.36418
2,207.41292,236.9563,195.96548
3,217.93428,246.24136,203.63005
4,215.53502,248.43575,213.89244
5,209.06487,245.65141,200.2449
6,213.24408,238.20163,202.1779
7,227.20256,248.39955,215.74866
8,217.02277,243.86746,206.6113
9,211.32455,235.45047,194.4961
10,222.19919,243.38991,206.60536
11,211.01393,240.66081,194.37599
12,205.8558,228.22816,184.23857
13,214.14655,239.34343,196.43526
14,226.60042,248.11237,220.14973
15,208.93776,243.39021,199.93703
16,212.07358,238.08736,197.91911
17,215.98691,237.00896,201.85075
18,219.83664,241.76749,205.82066
19,218.34698,243.08676,203.70808
20,217.68024,244.13992,211.62495
21,223.23764,247.12268,205.09863
22,213.48659,241.58005,199.29753
23,212.88794,240.26772,203.7599
24,218.94882,249.97859,212.28023
25,216.94417,240.8087,195.02785
26,214.0864,242.24574,198.81863
27,218.60512,248.29758,215.22641
28,214.8446,244.59149,199.9717
29,214.14066,242.90427,206.7953
30,208.1713,234.3856,192.03578
31,214.53313,243.65582,204.31503
32,215.01103,244.67671,206.73111
33,218.71733,249.49152,211.66194
34,217.34985,242.36897,200.37567
35,205.99797,231.2877,188.8616
36,217.0667,241.03394,201.60814
37,214.20995,244.8578,205.94025
38,203.4123,224.08797,178.47809
39,219.40933,247.91917,217.05016
40,214.12503,241.90009,203.53894
41,206.97136,236.51459,189.90274
42,215.2714,245.53107,197.32591
43,219.37877,240.72577,206.93552
44,213.14503,240.47446,202.09659
45,206.15773,233.43465,190.12259
46,220.87103,249.75699,201.43918
47,214.89348,243.87671,200.65117
48,221.5908,247.90152,210.95107
49,204.08142,233.10986,187.46268
50,216.89606,248.90366,204.14847
51,207.54506,241.68658,194.93553
52,217.26033,243.29575,202.70007
53,214.50684,237.63837,199.18008
54,214.68628,243.0005,200.97638
55,213.14285,240.35823,194.8182
56,219.41988,246.86536,206.30869
57,205.89236,232.63127,190.94484
58,216.77357,249.66557,214.25406
59,214.7264,243.26619,202.74776
60,221.71138,247.40627,210.7941
61,215.59917,243.16324,202.37576
62,213.33487,239.72397,204.38263
63,213.52432,242.60657,201.21835
64,210.58304,237.94069,199.18793
65,221.64893,247.21864,207.41597
66,216.16667,248.42833,211.81842
67,209.58847,235.11375,190.7852
68,223.70175,249.54317,218.22643
69,218.80164,248.75241,210.60445
70,220.4264,242.26003,208.34653
71,216.19145,248.78171,205.95645
72,223.11835,248.2703,213.54529
73,218.48366,247.05167,206.2528
74,223.44424,249.68845,209.51695
75,212.47905,235.41846,203.07014
76,214.37144,235.84326,191.63023
77,211.51047,237.38907,195.39839
78,219.26347,246.97107,206.66806
79,219.17117,242.8229,200.8061
80,202.19743,227.35074,185.91681
81,221.00822,243.48727,201.19772
82,214.40294,247.06812,208.59593
83,210.80573,234.59886,185.77739
84,210.02397,235.07578,199.34866
85,206.42952,234.8179,188.15935
86,219.62962,244.01015,208.98354
87,217.86562,248.11508,212.9609
88,215.322,247.63849,207.37675
89,215.28014,242.46384,201.0948
90,222.97734,248.17957,210.277
91,218.03365,249.81793,213.07704
92,221.15187,248.77724,211.23404
93,221.83533,246.30058,204.27711
94,215.77005,242.86478,199.00066
95,216.16676,248.98288,208.68002
96,216.4485,246.61421,207.95839
