,k1,k2,
3338,238.10394,241.79391,CNN
3339,243.42827,237.41443,CNN
3340,245.55058,245.65141,CNN
3341,249.80005,240.35696,CNN
3342,239.48717,240.82387,CNN
3343,249.33669,249.60397,CNN
3344,241.05261,249.19026,CNN
3345,249.84302,220.26813,CNN
3346,248.77113,239.22621,CNN
3347,239.71085,246.76384,CNN
3348,246.97955,247.11314,CNN
3349,244.7025,240.75249,CNN
3350,241.59218,249.22508,CNN
3351,232.86157,244.60689,CNN
3352,245.20322,246.09158,CNN
3353,243.33025,248.56728,CNN
3354,244.57321,233.59694,CNN
3355,245.89592,243.23055,CNN
3356,246.03119,244.1502,CNN
3357,247.83853,246.5677,CNN
3358,242.10022,248.29315,CNN
3359,249.64995,240.27025,CNN
3360,246.09811,241.6637,CNN
3361,249.62003,249.1525,CNN
3362,248.17651,236.51071,CNN
3363,246.38838,221.98877,CNN
3364,243.13515,241.81535,CNN
3365,239.13641,245.55272,CNN
3366,248.62892,231.02985,CNN
3367,242.45232,247.58904,CNN
3368,242.97081,239.01215,CNN
3369,247.25381,236.56644,CNN
3370,245.65065,241.47401,CNN
3371,249.63484,232.5708,CNN
3372,245.6795,247.32164,CNN
3373,246.70845,247.2068,CNN
3374,248.91008,233.32224,CNN
3375,245.03764,245.99142,CNN
3376,247.88881,238.64851,CNN
3377,238.44746,235.25073,CNN
3378,248.9441,238.68015,CNN
3379,247.414,246.85461,CNN
3380,244.8365,248.71202,CNN
3381,242.61566,244.20018,CNN
3382,242.0746,228.73009,CNN
3383,249.13283,236.19176,CNN
3384,248.17418,233.81798,CNN
3385,247.01291,238.79213,CNN
3386,246.47176,247.77977,CNN
3387,248.08745,245.27122,CNN
3388,249.77615,242.40428,CNN
3389,248.6327,244.12027,CNN
3390,246.24478,235.31705,CNN
3391,248.06645,246.14836,CNN
3392,246.9596,249.48924,CNN
3393,246.60266,242.32298,CNN
3394,246.80862,236.7573,CNN
3395,245.11485,247.54626,CNN
3396,244.1956,249.46808,CNN
3397,249.1298,232.62386,CNN
3398,244.52045,248.85785,CNN
3399,247.50298,249.93979,CNN
3400,243.77888,242.6406,CNN
3401,246.43051,228.43182,CNN
3402,249.69273,242.6527,CNN
3403,248.19194,235.65704,CNN
3404,248.94286,241.70908,CNN
3405,249.59416,237.07196,CNN
3406,249.35753,238.70837,CNN
3407,240.72641,238.03246,CNN
3408,244.54935,249.14561,CNN
3409,248.82217,224.83038,CNN
3410,248.08415,246.47379,CNN
3411,242.95738,247.64243,CNN
3412,246.2336,240.05775,CNN
3413,243.2015,242.20244,CNN
3414,247.42542,247.15334,CNN
3415,247.57967,246.45561,CNN
3416,248.9215,237.63689,CNN
3417,245.29182,238.10945,CNN
3418,248.9253,231.89041,CNN
3419,230.61989,234.42206,CNN
3420,248.47055,246.1488,CNN
3421,247.7573,238.9772,CNN
3422,246.07486,234.34018,CNN
3423,244.3749,238.11873,CNN
3424,243.63593,232.91455,CNN
3425,246.40157,237.22647,CNN
3426,249.58505,244.08467,CNN
3427,244.89784,221.76506,CNN
3428,248.42905,233.6569,CNN
3429,249.15613,236.8819,CNN
3430,245.48654,241.2448,CNN
3431,248.22836,235.19109,CNN
3432,248.30069,244.76022,CNN
3433,248.97368,246.64412,CNN
3434,247.36188,238.20818,CNN
3435,238.88591,245.94087,CNN
3436,248.6792,225.39531,CNN
3437,248.23772,239.3615,CNN
3438,243.41891,245.90332,CNN
3439,247.35765,241.89143,CNN
3440,246.46399,242.01363,CNN
3441,247.19759,226.43161,CNN
3442,240.43362,240.8746,CNN
3443,248.84674,249.54758,CNN
3444,249.82184,246.04576,CNN
3445,246.81163,243.70541,CNN
3446,242.4551,247.12541,CNN
3447,248.91124,242.74161,CNN
3448,241.9331,245.07512,CNN
3449,240.88661,245.16165,CNN
3450,249.71092,245.34712,CNN
3451,242.54958,246.09755,CNN
3452,249.93735,243.40358,CNN
3453,243.76822,246.76898,CNN
3454,244.83852,248.49142,CNN
3455,248.88823,241.93687,CNN
3456,244.46475,243.35619,CNN
3457,243.3249,247.63583,CNN
3458,243.83846,240.70502,CNN
3459,248.83041,229.1262,CNN
3460,247.74687,229.53232,CNN
3461,243.62447,249.24127,CNN
3462,244.48541,229.7093,CNN
3463,248.96605,236.34348,CNN
3464,249.1454,235.7206,CNN
3465,247.29169,235.72243,CNN
3466,247.9181,248.85544,CNN
3467,243.33406,248.95059,CNN
3468,247.46358,225.82451,CNN
3469,245.49161,226.28972,CNN
3470,248.36465,233.44536,CNN
3471,248.03651,236.49734,CNN
3472,244.80107,235.83826,CNN
3473,249.90794,231.51474,CNN
3474,248.13905,220.3621,CNN
3475,246.93549,249.10104,CNN
3476,244.40517,243.11456,CNN
3477,246.18596,232.67493,CNN
3478,243.57773,235.76431,CNN
3479,249.15617,225.57582,CNN
3480,248.66852,248.59492,CNN
3481,248.16916,236.95328,CNN
3482,246.86012,246.24431,CNN
3483,249.37718,238.8581,CNN
3484,249.95589,233.7125,CNN
3485,245.46596,248.22977,CNN
3486,249.39473,243.9247,CNN
3487,247.12285,233.90965,CNN
3488,245.21849,248.64137,CNN
3489,246.68811,238.96478,CNN
3490,248.18773,247.76529,CNN
3491,247.63316,237.91603,CNN
3492,243.05815,236.60623,CNN
3493,245.75609,247.74525,CNN
3494,241.69652,238.41983,CNN
3495,244.77116,246.52199,CNN
3496,246.02257,241.51074,CNN
3497,240.58664,248.746,CNN
3498,247.87445,241.30711,CNN
3499,249.4825,238.22441,CNN
3500,246.71986,249.74829,CNN
3501,240.55147,244.54335,CNN
3502,249.70316,239.3795,CNN
3503,243.89001,248.39165,CNN
3504,246.01096,231.30045,CNN
3505,240.60863,220.39226,CNN
3506,248.38809,240.14597,CNN
3507,247.31963,244.5334,CNN
3508,246.83142,227.60657,CNN
3509,245.1859,247.648,CNN
3510,249.98715,238.51712,CNN
3511,248.0711,247.54156,CNN
3512,240.79128,239.17876,CNN
3513,243.85547,236.2901,CNN
3514,247.34811,224.64622,CNN
3515,245.1266,245.86862,CNN
3516,249.08516,227.04944,CNN
3517,241.8881,249.33928,CNN
3518,237.25822,248.54657,CNN
3519,240.1234,249.55449,CNN
3520,249.9372,238.44026,CNN
3521,249.32242,240.14453,CNN
3522,246.3251,239.69759,CNN
3523,248.53728,248.13052,CNN
3524,246.95789,245.07565,CNN
3525,248.25174,231.19777,CNN
3526,249.0822,233.49304,CNN
3527,247.44316,223.69327,CNN
3528,245.56546,233.20915,CNN
3529,239.92818,249.12149,CNN
3530,241.26273,241.55208,CNN
3531,246.61609,249.56602,CNN
3532,247.84442,247.47473,CNN
3533,243.61761,234.15306,CNN
3534,247.95729,232.75307,CNN
3535,245.44852,239.95428,CNN
3536,244.47417,240.02057,CNN
3537,249.2979,244.36148,CNN
3538,242.14896,249.84525,CNN
3539,249.91257,226.2756,CNN
3540,240.26292,245.14561,CNN
3541,244.74843,237.49509,CNN
3542,241.08136,248.35918,CNN
3543,243.7732,234.83632,CNN
3544,246.75002,244.81131,CNN
3545,241.82745,247.64407,CNN
3546,249.64197,246.68721,CNN
3547,243.84378,246.91898,CNN
3548,246.62968,230.49316,CNN
3549,243.96635,248.88232,CNN
3550,248.60936,238.61375,CNN
3551,247.6472,236.91232,CNN
3552,249.63054,240.1939,CNN
3553,243.16904,235.02077,CNN
3554,245.51201,244.3799,CNN
3555,244.98317,234.59978,CNN
3556,244.45569,234.23277,CNN
3557,245.5727,233.24484,CNN
3558,243.95369,209.29478,CNN
3559,239.05017,244.492,CNN
3560,248.5375,237.05293,CNN
3561,245.03633,236.99399,CNN
3562,245.3867,231.24663,CNN
3563,246.89742,242.06932,CNN
3564,247.45236,243.35071,CNN
3565,248.56375,247.7108,CNN
3566,248.61761,248.78123,CNN
3567,247.72209,231.01854,CNN
3568,243.2829,236.0829,CNN
3569,246.23846,246.68565,CNN
3570,249.4696,221.86546,CNN
3571,246.24606,244.95836,CNN
3572,247.0492,235.95076,CNN
3573,238.70871,245.56847,CNN
3574,249.46603,214.0775,CNN
3575,248.34952,246.626,CNN
3576,240.81587,246.89835,CNN
3577,249.0335,235.83385,CNN
3578,249.6875,237.31577,CNN
3579,241.68489,223.81006,CNN
3580,249.46188,237.70259,CNN
3581,240.59065,249.42108,CNN
3582,245.12323,248.7515,CNN
3583,248.24664,228.50043,CNN
3584,248.62701,245.75972,CNN
3585,248.79138,240.54887,CNN
3586,245.99713,249.64154,CNN
3587,246.83865,234.7398,CNN
3588,245.52785,242.4504,CNN
3589,247.65785,239.89609,CNN
3590,248.07236,231.35765,CNN
3591,247.68471,236.98886,CNN
3592,249.67131,245.4118,CNN
3593,249.94327,228.5579,CNN
3594,249.65369,248.32692,CNN
3595,245.12224,241.74832,CNN
3596,245.47481,247.8594,CNN
3597,248.7465,247.15005,CNN
3598,239.26898,239.68086,CNN
3599,241.90752,243.79208,CNN
3600,241.60915,243.19618,CNN
3601,243.32437,246.8526,CNN
3602,240.77637,241.67729,CNN
3603,248.56207,233.78604,CNN
3604,249.34508,246.42548,CNN
3605,247.49991,233.10881,CNN
3606,248.19508,240.53748,CNN
3607,246.77261,242.83823,CNN
3608,243.64395,249.67438,CNN
3609,248.72757,247.54744,CNN
3610,243.27109,249.41306,CNN
3611,247.21652,249.60603,CNN
3612,249.37466,241.08997,CNN
3613,247.33067,246.39848,CNN
3614,241.714,229.64452,CNN
3615,244.71278,236.31131,CNN
3616,246.89671,238.2945,CNN
3617,246.3117,244.75508,CNN
3618,246.20963,240.44064,CNN
3619,239.95282,210.95137,CNN
3620,249.3056,239.74426,CNN
3621,242.8424,230.83893,CNN
3622,249.55913,238.06767,CNN
3623,246.8368,238.4674,CNN
3624,246.94556,248.72473,CNN
3625,242.26596,248.07448,CNN
3626,235.5554,249.68777,CNN
3627,248.3868,249.77719,CNN
3628,243.13019,248.56528,CNN
3629,248.22105,248.1932,CNN
3630,246.49142,244.18246,CNN
3631,241.41254,237.46481,CNN
3632,248.87491,234.86351,CNN
3633,249.11235,231.20204,CNN
3634,248.00014,232.36807,CNN
3635,239.11397,240.20901,CNN
3636,244.57857,236.74474,CNN
3637,242.98534,248.51878,CNN
3638,243.8405,249.1512,CNN
3639,236.03749,226.25832,CNN
3640,248.6723,235.68759,CNN
3641,249.47542,238.78426,CNN
3642,245.91652,245.14714,CNN
3643,246.32207,239.31973,CNN
3644,246.62813,227.12753,CNN
3645,248.73488,237.9411,CNN
3646,240.23868,242.11603,CNN
3647,249.1797,236.7353,CNN
3648,244.10732,238.03462,CNN
3649,248.22325,232.26851,CNN
3650,244.40108,240.63542,CNN
3651,243.02164,238.3982,CNN
3652,245.16182,234.21579,CNN
3653,243.14903,243.69342,CNN
3654,249.26193,233.2049,CNN
3655,245.69362,236.3687,CNN
3656,246.05472,246.86984,CNN
3657,242.71022,242.00343,CNN
3658,244.55663,231.77988,CNN
3659,248.64896,229.0411,CNN
3660,248.3939,236.5702,CNN
3661,240.77634,240.56367,CNN
3662,248.57474,240.55995,CNN
3663,247.42387,249.5978,CNN
3664,246.73203,249.71141,CNN
3665,238.81062,245.35889,CNN
3666,245.40936,240.32224,CNN
3667,245.67314,235.90237,CNN
3668,244.202,236.63585,CNN
3669,246.88364,230.83339,CNN
3670,249.24272,239.0942,CNN
3671,246.03067,248.91718,CNN
3672,249.98293,244.68602,CNN
3673,247.7247,245.75243,CNN
3674,243.9681,246.71132,CNN
3675,245.83093,244.9728,CNN
3676,249.98096,228.35852,CNN
3677,239.92924,249.81047,CNN
3678,243.72566,224.56844,CNN
3679,241.80879,228.46156,CNN
3680,248.03766,245.6389,CNN
3681,249.31993,246.1555,CNN
3682,238.56277,244.41498,CNN
3683,249.63992,237.69019,CNN
3684,245.67116,234.30832,CNN
3685,249.97864,243.6678,CNN
3686,249.67514,249.5037,CNN
3687,246.74718,230.38171,CNN
3688,248.99615,246.97078,CNN
3689,243.75285,248.95132,CNN
3690,249.3613,247.45622,CNN
3691,247.70465,241.97743,CNN
3692,243.19708,248.85208,CNN
3693,246.0856,249.19737,CNN
3694,248.28835,240.15384,CNN
3695,244.32509,239.29016,CNN
3696,244.4036,249.7541,CNN
3697,246.31645,243.81541,CNN
3698,240.24812,241.04765,CNN
3699,247.9975,243.21965,CNN
3700,246.8537,241.73146,CNN
3701,247.98083,242.64996,CNN
3702,249.8168,236.55247,CNN
3703,248.77255,235.72057,CNN
3704,249.91673,242.06555,CNN
3705,245.25887,244.80418,CNN
3706,248.13095,237.07625,CNN
3707,245.70477,227.31541,CNN
3708,244.44734,244.99202,CNN
3709,248.9185,239.34465,CNN
3710,247.58885,247.12608,CNN
3711,246.85127,241.79715,CNN
3712,247.6058,239.25435,CNN
3713,242.11378,231.10715,CNN
3714,243.7261,224.60423,CNN
3715,248.05086,239.75357,CNN
3716,248.57904,246.81956,CNN
3717,245.19025,249.96605,CNN
3718,246.02951,242.36826,CNN
3719,247.57172,225.6496,CNN
3720,236.42902,247.81181,CNN
3721,248.76341,229.9786,CNN
3722,244.5991,236.60829,CNN
3723,246.86588,245.98067,CNN
3724,249.09544,247.06168,CNN
3725,247.31265,245.15468,CNN
3726,249.26628,249.05716,CNN
3727,243.17284,233.45561,CNN
3728,249.11682,236.63864,CNN
3729,247.93317,237.9764,CNN
3730,248.09055,228.50002,CNN
3731,244.12323,247.14067,CNN
3732,247.96307,246.67601,CNN
3733,249.2098,239.45,CNN
3734,249.29938,235.86606,CNN
3735,249.39926,247.60626,CNN
3736,243.40222,231.3968,CNN
3737,244.68408,243.45204,CNN
3738,249.83002,236.2233,CNN
3739,243.20395,228.3813,CNN
3740,241.79958,248.39415,CNN
3741,248.53279,236.99362,CNN
3742,247.11247,232.23453,CNN
3743,248.01288,240.78613,CNN
3744,244.14322,248.95691,CNN
3745,247.86008,247.84697,CNN
3746,247.48637,246.47209,CNN
3747,239.11111,244.29532,CNN
3748,242.68361,242.99597,CNN
3749,242.39659,247.56369,CNN
3750,246.93796,245.42407,CNN
3751,249.79976,232.88971,CNN
3752,246.46031,243.01468,CNN
3753,249.07463,245.60727,CNN
3754,244.87225,238.07368,CNN
3755,249.13452,242.76718,CNN
3756,245.42252,235.11845,CNN
3757,247.80484,239.15813,CNN
3758,246.65463,247.89763,CNN
3759,245.12317,240.271,CNN
3760,245.39589,239.01517,CNN
3761,246.52066,244.33965,CNN
3762,239.06775,247.38496,CNN
3763,241.84796,225.7954,CNN
3764,248.96513,243.22101,CNN
3765,243.01349,242.47163,CNN
3766,246.62671,249.97348,CNN
3767,247.54683,244.31038,CNN
3768,249.6642,223.03946,CNN
3769,247.293,245.84758,CNN
3770,245.89722,246.36281,CNN
3771,248.59508,227.69574,CNN
3772,248.66046,246.58736,CNN
3773,248.33669,229.83942,CNN
3774,246.25851,244.66177,CNN
3775,244.49603,243.57271,CNN
3776,249.59236,246.77325,CNN
3777,247.75665,233.16058,CNN
3778,248.10326,242.32472,CNN
3779,243.49248,248.53517,CNN
3780,245.7842,248.84526,CNN
3781,244.34601,234.5378,CNN
3782,247.38147,231.22209,CNN
3783,240.13402,245.63472,CNN
3784,240.0959,247.01659,CNN
3785,246.85948,249.63808,CNN
3786,249.96245,249.09799,CNN
3787,247.74599,233.6674,CNN
3788,246.59503,240.8856,CNN
3789,243.29037,235.50777,CNN
3790,247.0465,239.53333,CNN
3791,245.62352,238.22385,CNN
3792,242.50002,247.0978,CNN
3793,247.49194,237.02748,CNN
3794,248.64296,230.25507,CNN
3795,246.77219,242.65356,CNN
3796,249.23337,243.89578,CNN
3797,247.4717,235.24667,CNN
3798,249.81433,234.90921,CNN
3799,240.43921,247.50151,CNN
3800,245.05061,235.16472,CNN
3801,247.3433,245.45506,CNN
3802,241.55423,226.22935,CNN
3803,249.6315,232.08003,CNN
3804,247.8782,243.2698,CNN
3805,247.13481,235.71495,CNN
3806,240.97878,236.7795,CNN
3807,248.13124,240.76065,CNN
3808,249.42337,249.97696,CNN
3809,248.79797,236.01793,CNN
3810,241.79381,233.05025,CNN
3811,248.22922,231.02917,CNN
3812,247.11754,239.75592,CNN
3813,248.31947,243.57329,CNN
3814,243.32216,245.14244,CNN
3815,246.62497,241.32947,CNN
3816,248.19185,243.108,CNN
3817,246.96661,245.1674,CNN
3818,249.3146,248.05128,CNN
3819,248.31268,244.15863,CNN
3820,246.61993,233.49498,CNN
3821,246.2423,240.96742,CNN
3822,247.03899,245.50609,CNN
3823,246.05547,237.24715,CNN
3824,248.24144,227.2095,CNN
3825,248.05243,229.57808,CNN
3826,249.58182,245.28583,CNN
3827,241.07182,245.01488,CNN
3828,241.42032,246.16154,CNN
3829,245.4648,236.22891,CNN
3830,247.07298,248.73564,CNN
3831,239.70947,249.56543,CNN
3832,244.20613,248.93967,CNN
3833,245.04396,244.00325,CNN
3834,248.2551,247.65224,CNN
3835,246.679,237.8366,CNN
3836,243.99806,248.03455,CNN
3837,246.63698,238.83269,CNN
3838,238.30597,247.08392,CNN
3839,246.8362,248.49652,CNN
3840,249.669,216.03615,CNN
3841,244.2869,248.25673,CNN
3842,246.43242,232.03525,CNN
3843,242.12685,249.25423,CNN
3844,239.82556,248.9924,CNN
3845,247.65324,243.31964,CNN
3846,244.06943,241.2272,CNN
3847,247.74013,242.88513,CNN
3848,241.45035,234.6074,CNN
3849,248.35236,243.6996,CNN
3850,246.1599,240.90472,CNN
3851,242.57661,244.15549,CNN
3852,249.39037,244.4289,CNN
3853,245.1068,249.49806,CNN
3854,240.1756,244.07533,CNN
3855,247.32968,229.3894,CNN
3856,247.97522,244.49562,CNN
3857,246.40935,249.23024,CNN
3858,243.83565,233.58095,CNN
3859,246.75043,229.23805,CNN
3860,249.88014,241.5199,CNN
3861,247.00989,246.26643,CNN
3862,247.3277,245.73384,CNN
3863,246.75342,214.3214,CNN
3864,247.69774,215.23938,CNN
3865,245.10463,243.3888,CNN
3866,242.63342,244.34634,CNN
3867,248.62614,245.19357,CNN
3868,244.92343,249.38377,CNN
3869,241.05223,231.95311,CNN
3870,242.59003,238.14749,CNN
3871,249.03091,246.86238,CNN
3872,238.63226,249.71806,CNN
3873,245.3299,249.54259,CNN
3874,246.60103,221.72794,CNN
3875,248.42116,247.04956,CNN
3876,246.00597,248.01436,CNN
3877,243.66899,242.55556,CNN
3878,246.79294,235.18324,CNN
3879,247.10783,243.62431,CNN
3880,244.95198,242.48042,CNN
3881,236.8622,246.5685,CNN
3882,249.80647,229.31471,CNN
3883,246.19977,234.08817,CNN
3884,244.66608,249.96854,CNN
3885,244.72127,234.52583,CNN
3886,246.76976,237.68639,CNN
3887,245.40813,245.35097,CNN
3888,248.82391,209.44037,CNN
3889,245.56277,245.11192,CNN
3890,248.92146,242.23416,CNN
3891,234.97261,238.59984,CNN
3892,241.3753,244.90965,CNN
3893,249.73648,232.65283,CNN
3894,244.55107,248.79587,CNN
3895,247.78201,230.16331,CNN
3896,243.61139,248.49553,CNN
3897,242.96036,247.37762,CNN
3898,239.34282,246.31522,CNN
3899,249.7235,235.6323,CNN
3900,247.52805,247.15588,CNN
3901,246.85716,228.07608,CNN
3902,244.60635,238.45213,CNN
3903,246.98898,239.65118,CNN
3904,249.78351,247.58958,CNN
3905,238.06396,238.26514,CNN
3906,242.25058,248.63625,CNN
3907,235.04657,247.93628,CNN
3908,239.69844,247.60757,CNN
3909,249.85878,233.99066,CNN
3910,246.45227,243.7825,CNN
3911,246.61516,241.99506,CNN
3912,248.4506,243.60739,CNN
3913,245.88806,239.1464,CNN
3914,245.6931,242.41747,CNN
3915,249.81284,229.11014,CNN
3916,244.21638,214.63086,CNN
3917,244.71799,244.22765,CNN
3918,243.4872,241.03436,CNN
3919,242.44171,238.72166,CNN
3920,244.23808,249.97723,CNN
3921,247.83438,236.19371,CNN
3922,249.23058,236.18587,CNN
3923,248.1424,231.55472,CNN
3924,244.05078,247.31557,CNN
3925,244.72832,244.10535,CNN
3926,247.17099,243.54514,CNN
3927,247.72343,236.65857,CNN
3928,244.21458,239.36996,CNN
3929,248.43343,236.97998,CNN
3930,242.06964,246.66963,CNN
3931,247.76396,244.09842,CNN
3932,247.97601,249.65996,CNN
3933,249.07722,248.21687,CNN
3934,244.40033,246.08514,CNN
3935,249.10522,237.95584,CNN
3936,245.24834,232.45358,CNN
3937,249.3718,237.52322,CNN
3938,248.00291,224.24724,CNN
3939,242.62398,239.83076,CNN
3940,241.94508,238.41815,CNN
3941,245.57669,236.75928,CNN
3942,249.99043,241.42918,CNN
3943,241.94514,237.31535,CNN
3944,244.18997,235.76498,CNN
3945,249.81296,243.4227,CNN
3946,248.31944,243.9613,CNN
3947,244.00426,242.84502,CNN
3948,249.59296,232.1671,CNN
3949,247.17316,216.85074,CNN
3950,248.15126,249.59799,CNN
3951,245.39566,245.48744,CNN
3952,248.14891,233.56201,CNN
3953,245.81099,237.77382,CNN
3954,249.14742,239.31226,CNN
3955,248.76213,242.0804,CNN
3956,248.70662,248.7527,CNN
3957,248.53256,243.12146,CNN
3958,245.68379,244.60324,CNN
3959,249.49628,248.83159,CNN
3960,243.71936,235.32733,CNN
3961,245.80872,246.91998,CNN
3962,244.6014,235.98299,CNN
3963,249.29074,237.56242,CNN
3964,248.58304,240.66356,CNN
3965,249.1033,232.48376,CNN
3966,249.66685,237.24225,CNN
3967,248.06654,235.8852,CNN
3968,245.55284,235.81667,CNN
3969,245.54037,241.98883,CNN
3970,245.28961,236.20323,CNN
3971,243.34712,241.9438,CNN
3972,230.91159,248.73918,CNN
3973,249.01865,248.3336,CNN
3974,241.17958,245.01006,CNN
3975,244.6192,247.21826,CNN
3976,240.45644,249.56789,CNN
3977,249.55618,248.09113,CNN
3978,241.5761,212.4369,CNN
3979,246.91106,246.35374,CNN
3980,246.73343,245.4162,CNN
3981,237.7311,246.96638,CNN
3982,248.63138,235.59616,CNN
3983,241.36366,247.15948,CNN
3984,246.7993,241.8391,CNN
3985,244.77292,244.63602,CNN
3986,237.44841,244.55063,CNN
3987,247.95732,246.33073,CNN
3988,248.45497,239.29393,CNN
3989,245.11993,234.66954,CNN
3990,240.67273,243.80034,CNN
3991,238.21002,238.36755,CNN
3992,238.67245,214.38676,CNN
3993,246.3141,242.93427,CNN
3994,247.35365,241.0465,CNN
3995,248.43669,231.75648,CNN
3996,247.49956,235.07834,CNN
3997,249.53026,238.94249,CNN
3998,246.31525,243.81467,CNN
3999,246.46584,233.65002,CNN
4000,241.91245,230.93936,CNN
4001,247.56754,228.33022,CNN
4002,248.79756,241.78632,CNN
4003,247.54832,229.50766,CNN
4004,240.90652,245.24817,CNN
4005,249.0759,234.55391,CNN
4006,248.40201,241.65944,CNN
4007,248.20065,244.95338,CNN
4008,243.78568,242.95538,CNN
4009,247.0651,235.71999,CNN
4010,249.5758,230.52141,CNN
4011,246.37608,242.09927,CNN
4012,248.08029,244.81462,CNN
4013,245.90662,245.23294,CNN
4014,249.32391,241.70155,CNN
4015,249.1975,235.11581,CNN
4016,248.80989,233.0405,CNN
4017,242.92198,238.79932,CNN
4018,248.00691,247.48482,CNN
4019,249.79062,237.21619,CNN
4020,248.20642,225.77515,CNN
4021,249.24925,244.14326,CNN
4022,243.8439,240.58612,CNN
4023,248.97932,244.02388,CNN
4024,241.29274,244.61942,CNN
4025,249.24017,239.75713,CNN
4026,244.65578,228.40112,CNN
4027,247.58846,238.97487,CNN
4028,247.98422,243.34271,CNN
4029,236.3208,249.51865,CNN
4030,246.15916,247.65588,CNN
4031,248.03505,249.02496,CNN
4032,243.93134,245.08795,CNN
4033,243.18973,246.45679,CNN
4034,246.94373,228.25679,CNN
4035,248.56947,229.53978,CNN
4036,246.90234,248.29565,CNN
4037,237.81828,245.7961,CNN
4038,239.64223,238.0484,CNN
4039,247.4812,237.86533,CNN
4040,248.02908,244.63109,CNN
4041,248.95078,235.35039,CNN
4042,247.96892,245.02045,CNN
4043,244.99321,234.84401,CNN
4044,248.3152,237.48618,CNN
4045,249.35034,240.66019,CNN
4046,248.44258,234.87009,CNN
4047,247.83511,234.22063,CNN
4048,243.3138,249.32233,CNN
4049,248.85748,232.75203,CNN
4050,249.96417,238.77199,CNN
4051,243.28262,233.63614,CNN
4052,246.84064,222.23645,CNN
4053,243.15102,247.13695,CNN
4054,248.80992,240.79538,CNN
4055,246.37808,244.8483,CNN
4056,249.24007,247.52997,CNN
4057,243.97794,233.48685,CNN
4058,249.66829,231.76532,CNN
4059,247.58536,240.45116,CNN
4060,249.28181,225.9689,CNN
4061,242.92258,249.33003,CNN
4062,247.6591,225.9903,CNN
4063,241.87485,244.66647,CNN
4064,248.7779,241.65778,CNN
4065,242.7117,246.2611,CNN
4066,246.82669,223.7729,CNN
4067,240.81831,241.742,CNN
4068,248.74486,237.26222,CNN
4069,241.76646,244.45259,CNN
4070,245.05067,247.78653,CNN
4071,249.16316,229.58792,CNN
4072,243.08627,246.85042,CNN
4073,247.63957,242.2317,CNN
4074,245.78532,247.1525,CNN
4075,248.80954,240.45471,CNN
4076,247.42174,242.85689,CNN
4077,245.37628,238.20276,CNN
4078,246.33113,248.66197,CNN
4079,249.70853,241.9618,CNN
4080,247.94193,241.48218,CNN
4081,238.31305,248.3504,CNN
4082,245.56956,246.398,CNN
4083,248.02774,242.40958,CNN
4084,245.8143,241.44843,CNN
4085,246.62169,248.11873,CNN
4086,247.22621,248.29645,CNN
4087,249.29356,236.7343,CNN
4088,248.89354,232.9871,CNN
4089,239.85184,234.76851,CNN
4090,245.57639,230.30939,CNN
4091,236.75244,237.63574,CNN
4092,245.06189,234.87238,CNN
4093,248.9215,248.00322,CNN
4094,248.10054,244.21733,CNN
4095,245.64626,245.68521,CNN
4096,249.48387,225.73494,CNN
4097,245.82707,243.67299,CNN
4098,248.73001,231.03537,CNN
4099,247.1295,243.03038,CNN
4100,247.47968,246.74509,CNN
4101,249.95662,249.8881,CNN
4102,246.98296,232.86945,CNN
4103,245.75563,236.09848,CNN
4104,243.81618,243.27438,CNN
4105,244.97945,248.96153,CNN
4106,247.31682,235.47844,CNN
4107,248.58699,248.27087,CNN
4108,240.78093,240.70786,CNN
4109,245.01317,244.42392,CNN
4110,246.73965,245.69794,CNN
4111,246.26262,236.46402,CNN
4112,249.02682,236.85634,CNN
4113,249.82016,241.10396,CNN
4114,248.48723,238.00089,CNN
4115,249.6593,248.29578,CNN
4116,245.15973,239.22476,CNN
4117,244.3527,247.61244,CNN
4118,243.27768,248.96544,CNN
4119,244.9935,238.481,CNN
4120,249.74736,211.13286,CNN
4121,241.93063,249.33824,CNN
4122,246.29797,241.76477,CNN
4123,249.19041,248.79837,CNN
4124,248.24986,243.54759,CNN
4125,247.83772,231.24953,CNN
4126,240.5274,244.13918,CNN
4127,248.7381,242.195,CNN
4128,243.55534,244.0361,CNN
4129,249.88196,228.5239,CNN
4130,247.22913,245.33928,CNN
4131,248.19258,234.95242,CNN
4132,247.05188,233.39685,CNN
4133,241.35756,240.53212,CNN
4134,246.29602,241.90018,CNN
4135,245.82837,245.75499,CNN
4136,249.8036,232.79459,CNN
4137,244.15523,223.66843,CNN
4138,249.18175,222.23567,CNN
4139,246.81714,233.96262,CNN
4140,238.15456,249.97577,CNN
4141,246.53189,246.03954,CNN
4142,243.71979,237.28221,CNN
4143,249.82301,240.91533,CNN
4144,237.8616,248.03018,CNN
4145,244.69899,234.02216,CNN
4146,243.07042,239.48743,CNN
4147,247.18265,246.46735,CNN
4148,243.4606,244.8754,CNN
4149,248.87352,243.61377,CNN
4150,242.47415,249.02243,CNN
4151,249.49173,226.90268,CNN
4152,247.82349,246.54955,CNN
4153,248.67908,240.82484,CNN
4154,249.06656,227.95427,CNN
4155,248.43558,231.4853,CNN
4156,247.54076,232.37071,CNN
4157,249.08942,243.88625,CNN
4158,245.7032,242.56679,CNN
4159,248.21628,231.95827,CNN
4160,240.4695,248.4306,CNN
4161,245.27611,225.7343,CNN
