,k1,k2
809,220.1461,240.55397
810,226.68152,244.4511
811,219.11488,244.31088
812,233.07668,243.45215
813,235.81802,244.1124
814,222.11848,243.04483
815,227.39165,242.95195
816,218.612,249.51413
817,226.51245,243.22691
818,225.28526,243.22035
819,225.3824,243.36545
820,221.46126,242.42032
821,239.1707,245.70586
822,221.03539,249.79216
823,219.1536,247.63475
824,230.89182,243.8066
825,226.3359,243.60632
826,227.20369,242.30615
827,244.56882,246.987
828,236.7737,244.69365
829,217.20805,247.68523
830,225.61505,245.5842
831,219.3715,241.78036
832,247.98059,247.75917
833,227.5973,241.33688
834,219.1486,249.45033
835,228.32307,242.45724
836,227.44626,242.93816
837,227.34883,242.86493
838,224.8165,242.45125
839,245.71503,247.72758
840,219.70386,248.13673
841,217.30638,246.55608
842,233.2041,244.50275
843,220.10457,245.2934
844,241.97154,247.03828
845,219.1979,241.8884
846,228.60129,242.65132
847,238.43687,246.73796
848,221.19998,241.6867
849,218.4493,246.24507
850,219.56354,245.23448
851,220.19368,249.3745
852,220.42136,243.55988
853,218.11588,243.6263
854,219.52132,242.10686
855,222.67786,242.54019
856,219.53671,242.93727
857,230.9555,242.95555
858,224.07085,241.7557
859,249.64708,248.84723
860,223.5304,246.05498
861,220.91096,244.24309
862,221.40474,241.77127
863,228.55876,243.2504
864,219.06435,242.64978
865,230.76216,244.84686
866,216.59883,244.50552
867,227.39006,242.37828
868,219.03088,245.02435
869,218.79825,248.91426
870,218.20097,247.776
871,221.27858,242.76651
872,228.35999,243.9546
873,249.27573,248.43784
874,225.05545,243.86838
875,219.91913,246.78265
876,217.93085,249.29192
877,223.87404,242.30635
878,219.75581,247.72586
879,233.75572,244.1952
880,227.07777,244.4786
881,221.14355,249.76581
882,220.33952,242.16586
883,218.82028,246.25574
884,218.81107,249.51132
885,220.04225,244.54869
886,234.12276,245.0658
887,218.12395,246.52968
888,222.38506,245.9051
889,231.06612,243.86168
890,224.36427,241.95357
891,242.7886,245.70561
892,218.28612,243.08478
893,222.77145,242.97473
894,239.98683,245.67143
895,217.33208,242.91278
896,224.0421,242.12218
897,221.63687,248.83646
898,218.38171,242.61
899,223.53914,242.45268
900,225.6088,242.43102
901,230.59886,243.42516
902,242.53172,246.97548
903,222.8509,245.33333
904,226.19661,243.57805
905,220.25912,249.0781
906,220.96883,243.59102
907,244.45897,247.17851
908,220.1633,243.46939
909,220.54805,248.51459
910,219.07677,244.40135
911,218.01085,247.68367
912,224.95107,242.98688
913,231.90222,243.23767
914,215.1012,243.03961
915,227.94238,242.87334
916,238.12283,244.20792
917,220.0255,245.4069
918,220.65039,245.86327
919,226.16837,242.64256
920,228.92891,242.76839
921,218.7279,248.55922
922,218.49825,246.14952
923,222.5284,242.31233
924,231.43488,242.98427
925,215.10245,243.9779
926,220.31049,245.67609
927,243.34892,246.04758
928,221.24513,241.95364
929,219.62576,241.23964
930,222.62502,249.91235
931,221.029,242.58328
932,224.5803,243.95699
933,219.04399,245.5985
934,230.13692,243.32245
935,223.6126,242.62485
936,216.58897,243.53583
937,220.85841,244.51082
938,217.28549,246.75764
939,243.69975,246.5817
940,223.42175,248.50673
941,221.56918,241.26021
942,244.99,246.85364
943,216.39464,248.44028
944,219.59212,246.0369
945,229.45914,243.39333
946,231.39714,242.93422
947,219.21263,247.14688
948,220.82188,240.25665
949,230.67645,242.84651
950,222.08366,241.69244
951,232.18509,243.44072
952,239.92921,245.83145
953,225.53647,244.36667
954,234.40948,244.39604
955,217.82452,243.937
956,247.9814,248.03763
957,218.56122,248.65555
958,223.55084,242.51431
959,232.94801,243.26462
960,223.13493,243.00272
961,220.2494,244.80585
962,245.0564,247.40628
963,234.1524,243.60461
964,220.30609,241.63626
965,228.02269,243.70598
966,219.79459,242.43216
967,218.20288,248.69772
968,233.53302,244.2257
969,225.17128,244.78871
970,222.93826,243.95483
971,219.8017,242.88545
972,218.17851,249.18732
973,246.74316,248.35364
974,219.5431,242.91075
975,223.39616,241.54048
976,227.43233,243.33788
977,228.02887,241.92319
978,243.4982,246.54903
979,217.69176,245.66081
980,225.41953,240.93942
981,224.0878,242.08417
982,226.25842,242.85295
983,239.557,245.79572
984,217.56902,247.59735
985,226.48512,244.03046
986,219.64276,247.3746
987,229.9117,245.86436
988,219.23055,247.64215
989,217.1678,249.77232
990,228.18611,242.63301
991,221.06107,244.72719
992,218.58235,245.45926
993,217.63953,248.18565
994,224.18008,247.02002
995,222.76534,242.2748
996,215.62941,245.84848
997,226.66663,241.8558
998,220.6949,243.51912
999,218.62285,244.14201
1000,228.94789,243.19421
1001,244.26256,248.24496
1002,225.20833,242.30777
1003,224.07652,243.4566
1004,236.42685,243.57124
1005,227.94212,243.93571
1006,219.41194,247.54936
1007,219.58034,249.1928
1008,220.54558,242.95279
1009,236.68001,244.6139
1010,223.30795,248.11815
1011,228.88339,243.6465
1012,229.99051,242.81819
1013,248.65453,248.27353
1014,234.99391,244.35909
1015,230.79555,243.53424
1016,248.32259,248.34596
1017,224.5045,241.78918
1018,227.38666,244.33195
1019,232.712,244.77402
1020,219.62114,248.24852
1021,222.83266,242.83195
1022,219.86884,246.14832
1023,221.15048,243.34782
1024,219.79964,243.85835
1025,219.70016,246.39705
1026,220.6169,244.08795
1027,217.63136,248.26924
1028,239.16551,245.91138
1029,232.72713,244.37854
1030,225.35606,242.71951
1031,220.43834,245.65312
1032,219.68422,247.47295
1033,222.06798,243.0061
1034,216.51,246.84412
1035,221.59889,245.77512
1036,236.78593,244.33768
1037,247.71365,247.58435
1038,233.94212,244.1426
1039,233.59985,243.81187
1040,221.85606,242.03835
1041,239.01598,245.82442
1042,228.07283,242.78387
1043,220.50516,243.8106
1044,217.94205,242.56772
1045,225.07544,242.93797
1046,218.74307,242.81865
1047,225.5671,244.21497
1048,218.25203,244.7653
1049,217.6505,249.2111
1050,221.14696,241.40053
1051,217.76955,242.46233
1052,225.99075,244.87973
1053,219.78845,246.17487
1054,235.7057,243.92554
1055,221.15332,242.62013
1056,224.90356,244.78444
1057,220.89247,242.70132
1058,235.81277,244.45111
1059,235.75478,244.9015
1060,224.10449,243.06808
1061,230.93094,243.4658
1062,220.30292,247.30203
1063,247.17255,248.57153
1064,237.42316,244.81757
1065,225.59366,241.71764
1066,231.6197,245.06975
1067,223.21352,249.29834
1068,233.10342,245.94708
1069,220.7365,244.64197
1070,220.03668,247.69655
1071,224.99684,242.13252
1072,221.4736,243.2019
1073,216.66354,247.13808
1074,220.402,242.94435
1075,221.39944,241.54393
1076,225.47014,243.54892
1077,225.27162,244.05241
1078,222.88948,244.27567
1079,217.57338,246.09842
1080,216.62787,243.82054
1081,220.81798,245.21703
1082,224.05023,243.3877
1083,224.21367,242.74496
1084,220.05408,248.4449
1085,216.0184,249.16542
1086,224.3372,241.85986
1087,218.3184,246.93413
1088,224.51979,245.2061
1089,226.61656,242.18681
1090,218.99535,247.9911
1091,216.57329,242.50635
1092,223.07887,241.99902
1093,233.95323,243.77307
1094,225.36313,243.07892
1095,235.83415,243.84244
1096,219.03236,245.5366
1097,224.40546,241.97276
1098,223.43211,242.181
1099,220.85634,241.86266
1100,219.91869,244.33179
1101,218.97542,246.9349
1102,219.50441,246.00836
1103,232.79854,243.18498
1104,219.89209,242.60274
1105,225.96782,241.83499
1106,243.16615,246.36954
1107,224.71097,243.89893
1108,225.95346,246.04579
1109,234.51393,244.40907
1110,225.50587,241.90671
1111,223.59875,245.97653
1112,220.28748,246.16351
1113,247.82545,248.15022
1114,218.54669,246.93262
1115,221.38652,246.90497
1116,234.18187,245.42401
1117,236.06126,245.05775
1118,242.96335,246.29172
1119,219.31789,245.37631
1120,234.14705,243.53078
1121,240.0889,245.33185
1122,220.83012,242.76422
1123,226.60956,245.98473
1124,243.54047,246.88593
1125,245.92102,247.33006
1126,243.494,246.79395
1127,223.21704,243.96225
1128,224.97516,241.7349
1129,217.95688,244.87434
1130,222.28017,242.13438
1131,219.71709,245.45084
1132,218.40161,242.81639
1133,218.4317,243.84872
1134,224.2455,242.76375
1135,220.5855,245.63243
1136,222.20723,240.54666
1137,232.47621,243.58128
1138,227.3725,241.37727
1139,219.54625,244.94443
1140,223.73528,244.20726
1141,222.09647,241.76181
1142,218.92401,249.29137
1143,222.35951,246.05667
1144,220.11673,245.05844
1145,216.46635,242.82928
1146,220.46898,243.564
1147,222.75566,244.13072
1148,219.41316,245.97853
1149,229.09007,243.38542
1150,223.20009,243.6807
1151,239.49248,244.92839
1152,221.59213,243.44217
1153,222.63365,244.21114
1154,227.5092,242.3379
