,k1,k2,k3,a1,a2,a3,g1,g2,g3,n1,n2,n3,b1,b2,b3
333,217.78778,64.92583,240.87999,38.45291,28.96568,34.226185,3.1606736,0.5066676,2.764405,3.5024788,1.8890485,4.7648497,23.12812,41.912724,25.868196
334,225.56973,55.955944,200.63976,33.64973,27.010033,36.344704,3.1216345,0.35347188,4.039486,4.880854,1.7477925,4.9326515,23.768423,43.29892,25.047853
335,236.67683,55.404346,212.7235,33.340813,30.824802,36.6,3.6861744,0.47567797,3.8986003,4.9928155,1.9881871,4.8600874,23.760399,35.92297,25.237162
336,213.96834,61.64856,237.29341,35.028244,27.580008,34.79557,3.3749065,0.42810455,1.6325127,4.792945,1.7521296,4.1614923,24.067595,36.641277,25.194191
337,239.91898,69.26895,181.9373,34.457092,33.046604,38.42185,2.0015872,0.81150067,4.851428,4.456913,2.653522,4.8939457,23.252245,45.865257,25.098577
338,220.72346,57.531235,199.32344,38.17243,31.72186,37.934135,3.5271392,1.0027547,4.569773,4.0895824,2.098137,4.644017,23.963253,42.0235,25.241253
339,236.79321,70.85652,217.35007,37.95919,23.377012,34.866333,3.1489456,1.8631636,3.6748517,3.8977008,2.8392987,4.968902,23.972614,40.24262,24.997911
340,238.15134,69.90386,203.54105,34.750828,24.896742,36.489418,2.897571,0.71082383,4.109152,4.3801947,2.1827662,4.8631124,24.16681,45.070763,25.445808
341,210.93602,55.229946,194.47975,39.624367,26.908201,39.51076,2.798746,0.38229567,3.5907505,3.172822,1.9199746,4.5696287,23.383007,41.648487,25.198874
342,204.02968,78.65134,230.63777,38.87159,20.540337,35.77685,4.0785675,1.0150295,2.7532532,3.5516205,1.9767227,4.6289587,23.550104,41.745636,25.86919
343,238.3628,67.29463,218.62645,36.57151,25.22433,38.576252,1.3700229,1.0261511,1.440605,4.2419252,2.9247923,3.982823,23.65517,43.970284,25.396215
344,215.13281,64.94309,211.51804,39.836273,25.020546,39.035275,3.3909106,0.014788585,3.055056,3.402472,1.1097599,4.697451,23.571907,41.890923,24.355669
345,213.95569,65.80443,186.87692,34.678738,23.056889,37.63746,3.1343918,0.40122592,4.4643703,4.2541995,1.8590974,4.92079,23.784496,42.631042,25.579376
346,228.88,47.430233,223.89622,39.246727,37.215446,32.178265,1.2659822,0.51851773,2.9650924,3.6454842,1.5945312,4.821203,23.652365,39.233017,25.870281
347,228.72513,59.8639,228.75932,37.20983,28.585678,34.272953,2.9226706,0.29439536,3.1419835,4.0525856,1.6897373,4.8505063,23.766136,44.51199,24.599226
348,209.67354,54.892494,217.29413,35.974663,28.534496,34.817173,4.139431,0.6780076,3.6393871,4.3511343,1.7083825,4.6647882,23.99339,32.632977,24.985037
349,226.85443,62.9552,207.4781,37.129116,29.509598,35.081417,2.0517035,0.8112203,4.2450676,4.0795517,2.003979,4.435408,24.038643,38.218678,26.019842
350,235.45854,74.32759,223.24936,36.90866,21.372921,38.19114,1.5020449,1.0707475,1.9089664,4.4753428,2.1776736,4.1469855,23.930767,40.02468,25.85492
351,222.9522,48.68642,196.32782,36.418465,29.646866,36.590134,2.2603996,0.076496065,4.683094,3.86416,1.1211382,4.5957894,24.048952,42.414394,25.916306
352,216.78654,79.13553,209.93867,35.121162,20.792362,34.895763,4.0205626,0.97909695,4.326958,4.3801775,2.5710006,4.8196383,24.091928,37.59915,24.604776
353,245.38594,75.14225,218.89954,37.15054,21.607607,33.99368,0.58612716,1.379818,4.020749,4.69414,2.3597302,4.3879957,24.411823,38.912086,24.70488
354,248.44759,68.44403,195.44815,35.407852,20.086481,37.97306,1.3992031,0.57562226,3.4705672,4.486182,2.146053,4.158542,24.600975,42.265137,25.282438
355,243.4312,76.946884,218.56165,34.43404,25.07213,37.911552,2.6248205,0.748335,2.5625868,4.794262,2.12188,4.2360287,23.276375,40.73811,24.737211
356,222.47885,76.05625,210.66426,34.433365,20.70471,39.43759,3.9839294,1.2168754,2.3257473,4.8231664,2.871753,4.019121,23.930569,39.523293,24.59052
357,248.47107,70.637505,193.90874,35.881767,24.053658,35.75617,3.3689466,1.9795657,4.9980855,4.9935203,3.5629785,4.510693,24.101435,37.592876,24.593582
358,209.4077,81.896484,205.4907,36.74871,23.351095,39.517387,4.948181,0.98546076,3.837969,3.9126055,2.3583596,4.2099094,24.412434,37.408577,25.12873
359,219.34901,70.164955,217.71892,38.910526,23.20586,38.954163,2.1570666,0.9696254,2.2637172,3.5602431,2.3370526,4.207821,24.160393,40.070686,24.469217
360,228.43256,44.277554,239.62837,37.444267,39.46452,37.20398,4.309255,0.48058295,2.3980882,3.9523313,1.1017761,3.706444,24.083355,39.803406,24.842758
361,249.01376,61.848404,214.35454,36.871117,25.920137,36.164227,1.0702952,0.33293203,3.6338947,4.688586,1.3526666,4.6254396,23.558687,40.37325,25.363434
362,211.73782,80.73486,207.46904,37.921326,23.095993,37.307804,4.758704,1.3632165,3.9444718,3.3412359,2.664857,4.5579348,23.434462,44.37457,25.594893
363,217.69588,57.901943,231.4991,36.34421,27.793755,37.84971,3.401658,0.18692705,1.7132795,4.194366,1.6462116,4.595132,24.006199,43.920124,25.790096
364,230.373,64.48545,235.15146,33.647797,20.23538,35.41557,4.395518,0.98281205,1.8211489,4.822994,2.2228103,4.753244,23.77314,38.072403,25.006516
365,206.48238,42.97988,199.88817,35.70437,39.921375,36.682804,1.775306,0.17112984,3.4326553,4.1502976,1.4079628,4.842554,24.398926,38.02342,24.72436
366,220.48802,71.832695,197.74133,36.765305,21.506824,38.29663,3.2396147,1.3577317,4.1893883,3.9827087,2.4104438,4.876829,22.891127,40.64452,24.74937
367,233.96681,85.2403,213.49669,35.653667,24.220848,34.14705,2.0487232,1.3807123,4.3467445,4.6001396,2.699783,4.775138,24.112871,42.566105,25.267841
368,203.75887,47.207905,216.8531,36.835865,30.30558,36.710228,3.368831,0.28984445,2.024763,3.9615967,1.5948532,4.331785,23.499317,38.21814,25.003511
369,210.95308,61.74274,212.52321,34.972214,31.179485,35.23488,2.809111,0.63077784,3.9567492,3.958692,1.8631623,4.9543123,23.739975,40.536247,26.05237
370,217.9484,60.171844,200.18622,35.42385,30.744413,36.87937,3.921054,1.1995914,3.64715,4.4676933,2.1650457,4.226329,23.863539,34.185375,23.757074
371,199.18867,59.05634,211.9705,33.903515,23.654078,36.834465,0.7669903,0.6784838,1.4608699,3.7244895,1.912595,4.201606,23.767532,42.863586,25.900103
372,217.69836,60.289593,210.78749,37.790627,25.985104,33.061104,4.3132024,0.66993904,4.454191,4.224815,1.6861646,4.97165,23.640247,38.902,25.190308
373,211.73738,63.305523,213.67892,36.148743,23.84062,38.617077,4.6269226,0.58594537,3.5949972,4.3002234,1.8934621,4.7775807,23.8462,40.32696,25.713299
374,240.65204,75.473236,214.92232,35.62409,26.665512,38.96481,2.5886664,0.9856198,2.3796434,4.116226,2.3470225,4.0054665,23.488157,43.43756,25.164484
375,213.37535,74.42676,207.55515,37.489307,23.297804,39.536995,2.6528206,0.78513926,3.5082245,3.4403315,2.3259268,4.2546644,23.891005,39.170815,25.401966
376,213.92038,66.36232,207.68932,38.401344,33.13903,36.618477,3.0618904,1.0308571,4.6456575,3.54641,2.1429768,4.9673295,23.335932,40.199516,24.6069
377,245.87726,58.93152,226.0767,34.687317,27.425861,33.602295,2.437296,1.3214483,1.8189416,4.7241907,2.001665,4.453261,23.48158,36.5687,24.989252
378,236.94403,50.709267,194.75621,38.68428,36.93078,39.08337,0.27026105,0.3607316,2.986702,3.2637346,1.7428802,4.253627,24.139376,40.22894,24.955662
379,240.7473,68.07497,222.24655,36.534924,26.140312,33.25284,1.7884133,1.6075456,2.761446,3.8954678,2.741987,4.6217957,23.076315,45.693047,24.14488
380,230.22385,69.572754,196.02095,39.054695,26.026688,36.502834,0.58635557,1.7161205,4.969122,3.7291064,3.224379,4.945806,23.415209,36.64708,25.340511
381,243.76927,83.500786,224.43762,35.855865,22.892632,35.58659,2.0481064,2.1529217,3.6281576,4.9517164,4.0481176,4.658708,23.72622,39.401974,25.189304
382,227.93747,53.171974,211.89053,37.483063,31.732422,38.25889,2.9898012,0.39509088,2.7572126,4.289214,1.7126133,4.350645,24.561146,38.389355,25.150229
383,234.16292,64.48093,219.44598,38.955025,21.816769,39.437447,1.5919381,1.0140623,1.3027321,4.328121,1.779873,3.9805696,23.934587,37.99769,24.180109
384,236.111,68.42793,233.3116,37.005,23.183903,32.06323,2.2289941,1.2068044,2.4899123,4.193714,2.065772,4.806535,23.295315,43.34085,24.905775
385,233.61497,39.820267,238.97218,33.242268,35.67067,33.355537,2.9258232,0.35222584,1.6137688,4.9877834,1.4593023,4.2881374,24.592962,41.957424,24.5135
386,221.52637,57.2066,224.75215,38.41175,32.289886,37.24945,4.874245,1.1943609,3.6926544,3.8550377,2.3726325,4.6313295,23.742647,38.225006,24.521103
387,227.93816,55.77654,222.24976,36.13787,26.979626,34.447655,2.6433911,1.4266406,2.3941805,4.741355,2.2209144,4.449604,23.839443,35.531277,23.855135
388,238.18834,72.81111,195.19966,35.389736,24.954058,39.57512,1.8608016,0.15654278,3.9464233,4.8150535,1.5940444,4.34496,23.78428,38.650146,25.360632
389,223.57661,69.54615,231.95802,36.227898,21.734728,34.820408,2.1404526,0.22329523,0.9310026,4.005863,1.8542807,4.085601,23.779734,43.383488,25.978636
390,228.28792,75.44866,196.59697,34.398247,22.478428,39.650814,2.518504,1.4965963,4.7372828,4.8650484,3.1485865,4.056814,23.993885,37.759575,24.593271
391,201.60059,58.151558,203.41924,37.0858,28.467415,37.18438,4.841115,0.5438495,4.831205,4.0414243,1.313489,4.764738,24.12135,40.109745,26.481548
392,222.18704,60.830364,203.27623,37.253757,27.085331,38.06516,3.1833503,0.97315645,3.1246912,3.875719,1.8932462,4.9641056,23.023735,38.510235,24.227953
393,246.05324,46.86666,208.53195,32.6227,39.63969,39.077034,3.3671794,0.32889938,2.718325,4.96873,1.651303,4.048543,24.0403,36.49866,24.854723
394,202.80127,77.225365,210.0354,39.563244,21.592176,35.016235,1.8357818,0.9089357,3.438506,3.0920856,2.0878005,4.8600125,24.220469,37.69598,24.388155
395,230.356,60.810036,212.92902,36.274628,31.750645,35.95016,2.4517758,1.3762993,3.3863406,4.4228306,2.0855894,4.9413733,23.540636,38.640488,25.260874
396,239.4369,66.314606,208.96509,38.778652,27.907564,36.834305,0.7323251,1.1010015,4.132024,4.4758224,1.7895977,4.7274446,23.59174,41.993286,24.12292
397,216.54413,82.13347,195.6707,36.625557,22.7322,38.702564,2.5709848,1.129561,4.887724,4.273229,3.3087869,4.378267,23.48337,32.95911,24.941097
398,247.76038,83.8674,214.96751,36.04767,20.546095,34.53052,2.2751083,2.1037536,4.7543273,4.37598,4.306339,4.7436566,23.789627,41.06557,25.458597
399,193.32332,46.779163,241.27858,36.008495,35.050316,32.830666,4.433768,0.7230323,2.5698967,3.5310023,1.570952,4.950279,23.89908,39.514484,24.623034
400,223.31824,50.930584,179.34126,37.86728,37.67702,39.768303,2.936788,0.3819755,4.3320427,3.7155547,1.2157929,4.6251554,23.718975,42.12319,25.316053
401,239.69635,57.95386,208.3754,35.15133,34.47073,37.68444,2.8212569,1.0866617,2.6899407,4.715831,2.3065438,4.3716364,23.595837,37.327877,25.266973
402,199.0765,34.024822,220.21663,37.91986,39.862022,33.136044,3.5879102,0.051722024,1.8614271,3.4254062,1.0853323,4.9942656,23.583755,40.23624,24.747229
403,242.34297,77.74401,201.86116,35.02467,22.368895,38.97638,2.5307746,1.6316602,3.5607429,4.732252,3.3603485,3.9992175,23.877115,43.31925,25.262554
404,205.24384,90.45565,198.93129,36.22283,22.75799,37.97435,4.8445945,1.6763855,4.8427005,4.2134132,2.936257,4.8142805,23.490438,37.908596,25.684366
405,233.37892,55.6579,242.25832,38.608635,28.530045,33.77202,0.28171524,0.3845568,0.29271603,3.7145808,1.576178,4.317229,23.242,42.74161,25.964668
406,224.51302,77.02905,211.96323,37.624226,21.629066,37.75158,1.9314106,1.5093467,4.5003576,3.8110926,2.5008483,4.9991846,24.639585,38.40323,25.480522
407,226.24254,56.145798,191.23643,36.205757,28.073595,38.149452,2.9680219,0.57781786,4.7022576,4.636529,1.9116951,4.9074974,23.34187,42.319378,25.548088
408,209.26695,52.10896,217.00255,35.58649,31.936394,36.018456,2.864779,0.3322142,2.2767215,3.9681957,1.4275434,4.235903,23.956089,37.926613,25.45743
409,209.99615,80.15691,208.17522,37.656616,20.590563,38.363583,4.375021,1.9483144,4.0842867,3.8807814,3.1819937,4.8332515,23.314693,43.82327,25.551723
410,194.4133,80.53338,223.44972,35.70439,23.845095,36.893215,4.3976974,0.91360515,2.060747,3.5629468,2.2640119,4.673815,23.284681,39.28134,26.029669
411,198.83524,81.83163,204.24544,38.27559,22.240875,38.641235,4.0081854,0.13386166,4.647822,2.7002282,2.0173917,4.9188395,23.60233,46.16394,24.659456
412,209.78105,62.465614,212.03732,36.482384,20.870657,35.015434,2.4945698,0.2827702,2.7857854,4.3930016,1.19091,4.599681,24.094828,33.44187,26.20914
413,244.32504,67.253235,233.8986,37.323036,24.307774,30.624454,0.6730613,1.308116,2.6828358,4.7836294,2.1405785,4.6508427,23.63505,43.298107,25.039413
414,232.88062,68.44925,221.1084,35.219078,33.169613,39.056293,1.9167234,0.6276602,2.3753414,4.169506,2.0110512,4.0060854,24.376644,35.957012,25.568453
415,240.98802,49.5774,200.2907,34.8441,38.508007,39.373863,3.4784281,0.6543041,3.7770202,4.5303497,1.3260949,4.2476025,24.16726,39.044083,25.005924
416,234.49257,72.27152,213.71759,39.581,23.816483,36.73466,1.3341274,0.72016114,3.3360956,3.8768878,1.996669,4.593448,24.184204,39.844997,24.71459
417,212.86275,77.28679,218.01482,39.982033,23.94212,38.156094,0.17725396,0.27999237,3.0821178,3.1889055,1.9471056,4.340316,24.094751,40.888477,24.984625
418,234.9019,58.23916,230.05707,35.49513,24.108892,35.01976,3.0663457,0.61263615,2.0891259,4.9189825,1.7587457,4.8609967,23.923231,43.96082,25.083992
419,216.14201,60.866863,203.67181,33.48446,27.87676,37.72433,2.2747834,0.054983463,3.2342858,4.830784,1.555213,4.526252,23.513569,42.18249,24.304235
420,205.67581,77.90154,211.23967,39.371346,24.401814,38.210907,3.3370237,0.17257617,3.1969566,2.973039,1.9332263,4.1616015,23.626408,44.914803,26.020529
421,219.13141,54.274803,214.52057,37.596878,33.019424,36.072998,2.9913557,1.0410473,1.9252814,3.9007356,1.5398529,4.50692,23.318167,42.960506,24.640434
422,204.89232,67.223076,208.74039,34.072395,21.230894,36.93742,3.9914474,0.81645536,3.8299396,4.914291,2.1465335,4.771229,24.184668,40.689686,25.466166
423,232.67043,59.402767,208.6978,39.60955,30.769136,36.825066,2.3278468,1.0687547,4.187223,3.935453,2.0922775,4.866641,23.426413,38.06114,24.62392
424,241.79118,66.631485,217.57193,37.36911,24.292759,36.70278,2.5041971,0.57223225,4.104447,4.263259,1.7281797,4.6937876,24.31778,45.05291,25.205954
425,223.11084,54.72763,241.13535,35.056145,32.08022,32.76896,4.0957775,1.5533497,1.1821069,4.671651,1.8059597,4.63323,23.511782,40.224953,24.511581
426,227.90314,94.28391,181.89558,37.882797,20.744291,37.575947,1.2273293,1.5239689,4.6100035,3.9349074,3.5295875,4.311987,23.708742,38.079185,24.64724
427,236.18304,82.64694,216.62395,37.309036,23.362354,38.683308,2.1914153,1.564173,2.5557914,4.4425516,2.6405725,4.061665,23.92513,44.219234,24.833706
428,235.2944,54.598404,237.80801,39.267807,27.687721,34.173798,2.6315174,0.8657012,1.5933143,3.9043965,1.7147822,4.449317,24.649122,41.336124,24.062296
429,244.46446,57.96912,216.69751,39.505894,35.944138,35.323235,0.58703446,0.8514955,3.6047015,3.839096,2.2622542,4.4311028,23.220541,34.74351,24.695555
430,203.62035,85.21948,225.78545,39.547344,20.6093,33.379166,4.184604,1.1337563,3.8520231,3.318498,2.171407,4.8498716,23.34626,40.48562,25.103952
431,222.24342,66.499176,192.35492,37.98222,22.56917,36.970238,0.96561265,0.97482926,4.821207,3.455271,2.6767437,4.795149,23.952415,38.179707,24.765919
432,228.08476,58.02027,219.72711,36.603497,33.817234,35.782867,1.0314618,0.16211593,1.9205171,3.6649575,1.6391977,4.2801895,24.01022,40.605526,25.88978
433,197.54964,66.369225,212.95288,36.99039,27.654541,37.959534,3.3432648,0.7949474,4.399448,3.7542372,2.2894778,4.761135,23.976881,43.254635,25.446983
434,227.13127,54.459354,193.18611,36.951412,34.836582,35.845905,1.8261507,0.010571341,4.9114084,4.4771385,1.3954878,4.808429,23.36312,38.02019,24.592516
435,215.35669,52.919952,192.94954,38.788086,30.913208,39.927475,2.2704904,0.25818968,3.1468666,3.0273783,1.7701812,4.0044537,23.707033,43.099514,24.35386
436,224.37222,51.752808,217.17786,36.063168,34.04161,33.41102,3.7432327,1.439873,3.4775772,4.8145323,2.225257,4.466677,24.229116,34.976326,24.720148
437,239.57932,75.64024,204.07347,34.619728,22.358437,39.648926,2.6344302,0.7214502,2.601009,4.9104214,2.1081953,4.1010346,23.989359,45.80471,25.561726
438,223.48396,71.070526,207.82329,36.586365,30.025951,34.135437,2.2817764,0.45630306,4.675845,4.1850953,2.2824502,4.8999968,23.554535,40.45864,25.210722
439,228.31743,67.514755,224.05731,38.712204,29.782198,34.503128,1.4913106,0.13992853,3.5285232,4.0592957,1.7187805,4.9903927,23.670338,43.985428,25.653772
440,219.48001,70.236015,202.42409,37.62713,23.0922,37.941414,2.0122304,0.13655572,3.9748178,4.2482815,1.5540227,4.8757014,24.315992,42.60956,24.674171
441,239.04083,60.6454,211.93193,38.91978,28.554623,36.998085,1.8663715,1.5993593,3.900409,4.098988,2.4519799,4.9327703,23.911858,38.486008,24.81441
442,204.06221,65.99152,228.78261,37.582157,20.047058,34.70041,4.074997,0.87397194,2.4838994,3.3046048,2.0225272,4.7646055,24.20062,42.209682,25.249138
443,211.4017,61.211784,202.25314,33.266586,30.989286,38.436153,3.8871326,0.15126187,3.4608135,4.7337394,1.8985593,3.9930139,23.998892,45.419365,24.587439
444,239.42276,72.718185,249.54742,34.826683,22.854969,32.244606,0.5939222,1.1960108,1.774276,4.971218,2.624898,4.369168,23.731256,44.230034,25.36476
445,249.24051,65.653824,203.23549,36.661743,31.355396,35.611305,2.4414217,0.24415536,4.0112667,4.479891,1.4378918,4.6617374,23.68833,39.786686,25.32979
446,232.7929,60.08125,230.69597,37.79182,33.210907,38.82398,2.2052903,1.5546442,0.4689415,4.1032386,2.425459,3.8424137,23.838915,41.816776,25.511244
447,233.91055,70.30265,211.6371,36.061325,21.554646,35.62982,1.8026371,1.6581208,4.3137784,4.5338473,2.7995257,4.9406967,23.517685,33.509323,24.75353
448,231.08804,57.323467,212.4727,36.25005,24.887657,36.671528,3.1965473,1.0561007,3.1959195,4.8156853,2.0398529,4.632077,23.92793,39.757454,24.258753
449,220.12903,61.16428,223.3587,35.00776,23.834679,39.088585,4.05737,0.37743565,2.2681746,4.988512,1.7006751,3.970529,24.49909,47.945885,25.499912
450,230.00955,80.319145,214.61946,37.994514,23.532104,39.824738,1.6050924,1.6632123,3.87862,3.9556131,3.4624457,4.319888,23.794706,41.70815,25.22064
451,199.54042,68.18858,207.28308,39.085396,22.328403,37.944134,3.5466628,1.3045208,3.8401575,3.197225,2.9044476,4.80619,23.960106,39.68259,25.51678
452,244.4667,50.567715,240.32518,37.18308,29.536034,34.40326,2.9630632,0.690025,1.8318843,4.0321045,1.7427089,4.3740277,23.652431,43.371204,25.290155
453,198.74063,52.96374,228.8869,39.61647,33.24642,34.99617,3.43569,1.6526895,2.2513824,3.150266,2.1581244,4.9156733,23.911692,37.84273,25.380981
454,204.87222,49.56056,219.53741,38.18257,29.693233,35.555565,4.876108,0.88502705,2.2739282,3.2991447,1.7295663,4.959301,24.14219,42.27017,24.47626
455,244.90903,66.41387,221.93495,36.772705,28.418087,39.253242,2.311727,0.6250087,3.1241477,4.1556425,1.6508949,4.62681,24.063105,36.678593,25.67308
456,244.8487,60.3289,200.0651,34.3071,33.07955,35.664463,2.7869797,0.1550538,4.2771325,4.8987465,2.0868924,4.661292,23.092464,44.69429,25.567911
457,217.70581,56.165302,209.40298,34.962536,38.761738,38.934494,4.6752663,0.45597154,3.3692863,4.873357,1.5443053,4.130275,24.114563,39.59707,25.064684
458,229.66074,65.90843,220.61967,34.349457,20.795994,34.174885,1.285034,0.34485596,3.0229192,4.7137003,1.9497027,4.770589,23.409561,43.55706,24.898996
459,249.24077,77.054726,219.80132,36.331352,22.603035,35.50953,2.6931527,0.12381303,3.638698,4.6056976,1.7224858,4.7180824,23.638187,49.15498,25.72297
460,199.12152,76.49293,223.59895,37.329964,22.346968,35.547485,2.8789015,1.9518003,2.7167962,3.8245313,3.1424646,4.3366227,23.543568,32.573853,25.08534
461,241.40945,56.842026,235.62949,37.236908,24.302454,35.500298,0.90865606,0.6594064,2.4074845,4.2792015,1.820617,4.175836,24.013197,40.10037,24.78331
462,236.15276,66.77365,230.54898,37.4892,24.081442,37.1061,1.3903575,0.16890122,0.48560753,3.4768343,1.5525875,3.7697966,23.647514,43.42738,25.38852
463,241.4477,83.627,202.56516,35.950058,23.334112,37.46205,1.0113951,1.3179345,4.851976,4.415497,3.0050876,4.6794376,23.714478,44.918087,25.601753
464,229.96474,77.65031,219.70047,37.657898,23.837336,38.85267,2.4937944,1.6651533,1.4914228,3.8082368,2.885768,4.02468,23.884876,39.797897,23.950294
465,241.42873,56.533127,201.47462,38.68421,35.747604,38.142467,0.98918056,0.7110667,4.2602377,3.6594336,1.9233878,4.3854675,23.585018,42.720047,24.873306
466,217.7376,71.16926,194.77264,34.894325,23.922773,38.914978,4.5174766,0.76688206,4.386624,4.5028486,2.436545,4.620145,23.411139,38.35124,25.426414
467,198.66566,51.928814,223.89958,39.028885,21.816935,38.61135,3.7602172,0.11959259,0.33474717,3.3981032,1.4325502,4.050689,24.558636,38.659748,24.812
468,221.53647,59.88759,232.94026,36.53942,24.548874,35.473804,2.659985,0.98115194,1.7789156,4.416623,1.935013,4.722274,23.80224,37.07555,25.277521
469,249.00168,80.87364,242.24324,38.717472,23.254921,33.206383,1.9064189,1.9184864,3.5341058,4.0366325,3.168943,4.7771482,23.412193,41.871857,24.79773
470,240.14214,60.11111,208.70633,37.44438,24.823568,37.38408,0.34289673,0.79216504,2.936845,3.961716,1.7956877,4.585669,23.475965,41.365433,24.30523
471,229.84221,61.40256,236.23578,37.35013,23.916895,30.496181,3.73455,1.3370616,2.5792446,4.1187496,2.2173061,4.9089327,23.10615,35.155937,24.434513
472,227.37897,70.56225,203.04694,35.576717,31.390179,39.640564,4.086022,1.2772764,4.295894,4.957425,2.1484864,4.3656397,23.88852,37.89628,25.369308
473,236.50922,54.885754,217.99776,38.11158,31.743256,32.692772,3.2872767,0.86208636,3.0002418,4.0539103,1.5868173,4.987279,23.459488,41.004242,24.912304
474,214.58206,55.442856,218.04866,35.130314,30.629019,36.948658,3.7174332,0.26014838,2.076682,4.497411,1.596756,4.2530804,23.967354,41.17773,24.493956
475,232.57208,70.75769,241.443,37.25887,20.93413,34.13677,0.38459396,0.2328633,1.7220416,3.902277,2.1841145,4.4488754,23.879688,46.112972,24.883377
476,237.69589,60.63061,212.56502,37.17697,30.226677,37.207626,2.285415,0.5798603,4.696065,4.99745,2.1546586,4.7539144,23.480358,37.431652,25.546352
477,215.01707,50.813156,206.82434,35.232388,29.891117,34.057472,3.4141228,0.21618125,2.9409056,4.0581093,1.7721981,4.995643,23.97802,41.105194,24.811647
478,212.23445,68.11778,222.41368,39.986538,21.858715,34.39472,1.76015,0.5644355,3.789579,3.3615131,1.9219663,4.8223305,23.988405,40.569828,25.503754
479,203.94585,52.725998,219.44684,38.548325,30.192755,37.58969,4.4370027,1.2079228,3.3629272,3.6616383,2.1090252,4.580555,24.268194,40.020473,24.485693
480,248.20824,67.18308,201.65361,34.199753,23.890757,39.959705,3.568405,0.3372159,3.829229,4.529415,1.868685,4.3253927,23.798716,45.470085,25.57559
481,240.32515,69.56713,235.38663,37.134476,21.120806,39.929985,2.6492953,0.98022336,0.5556143,4.835885,1.901026,3.475695,24.479383,37.780224,25.473322
482,224.30594,81.79078,227.15564,35.326504,21.542109,35.487793,2.9354596,1.3037068,3.728645,4.133823,3.1803544,4.7193737,23.647078,36.5994,24.340567
483,200.17735,64.1712,214.0546,39.04345,23.68056,37.04955,4.861244,1.2461275,3.2393227,3.797359,2.0977597,4.2931643,23.65665,36.342953,23.881641
484,226.46101,52.028503,215.70554,33.750095,37.045326,38.92981,3.5796616,0.020155143,3.1725287,4.540574,1.558548,3.9395816,24.065107,39.84584,24.908436
485,224.40883,55.521404,201.27414,37.37448,27.68051,37.514587,3.6203525,0.7671041,3.3700297,3.5993042,2.0541844,4.8858414,23.75606,41.076565,25.70124
486,199.75154,53.014923,192.79137,38.14543,35.085014,39.08848,4.751324,0.6899979,3.4002242,3.285835,1.8366566,4.9312925,23.080658,39.32171,25.434269
487,217.14815,74.64248,201.62099,39.173046,21.388926,39.386574,3.267449,0.19046965,3.8702118,2.9806075,1.5899289,4.4795103,24.030687,40.6275,25.358734
488,213.69695,51.519585,223.6804,36.05265,26.89395,34.639015,4.1295843,0.7570544,2.2071958,3.699707,1.8192328,4.562251,23.589037,41.19416,24.481281
489,213.7253,46.10534,202.62415,37.262314,37.369225,38.77018,3.695307,0.417421,4.766344,4.1373825,1.5505755,4.4863214,23.756159,38.845806,24.9343
490,243.90796,62.259403,222.17522,34.7619,24.909224,36.581398,2.3950481,0.717273,1.6521554,4.5094156,1.9785749,3.9625793,23.73291,40.500896,25.314514
491,205.89893,48.879665,189.65218,38.146896,30.502903,38.10083,3.7007976,0.8869136,4.428866,3.3041425,1.7823114,4.920277,23.520552,36.041943,23.854202
492,248.08005,62.49279,221.77608,35.70035,36.89521,37.500805,0.38174325,1.072298,2.6928687,4.85987,1.9285747,4.173547,23.758492,35.258377,25.50755
493,228.57617,75.53799,212.7581,33.56399,26.479763,35.71148,2.892461,0.27161047,4.423786,4.972416,1.9092708,4.9883184,23.59996,44.90884,25.677496
494,206.53723,70.15442,216.77722,36.057865,25.167942,38.29661,4.0510454,1.7601944,2.3330846,4.4016495,2.7814026,4.093281,23.622498,39.948368,24.816755
495,205.23465,43.076725,234.01802,38.114285,35.454712,34.77749,4.7493887,1.9307764,1.5458363,3.711403,1.9337469,4.5015054,23.317606,37.150658,24.948082
496,217.48975,59.5749,200.27318,37.025055,24.804043,35.677216,2.5695732,1.0147221,4.340249,4.4399014,1.8742238,4.994824,23.362228,42.43539,25.2991
497,221.39426,52.36303,211.8595,37.008816,36.29091,37.672943,3.4443612,0.22465223,3.4898236,3.923546,1.5597322,4.2979903,24.039827,42.040794,25.012402
498,209.48741,73.384796,230.26862,36.832035,22.634438,36.362854,2.5383005,0.36084548,1.4786744,3.4036455,1.927479,4.26974,24.009693,43.180786,25.27082
499,227.28973,60.108437,208.7749,38.086105,31.44433,38.9778,2.135148,1.5360516,1.4629657,4.381711,2.6464953,3.6170974,23.69062,45.87095,25.365665
500,240.47826,74.77068,209.32626,35.27414,20.936985,36.622955,3.5350766,0.044236,4.5556817,4.7358704,1.7655287,4.9822617,23.852179,47.007523,25.966873
501,208.11589,63.366867,200.68675,36.00654,23.36362,36.29704,3.9488223,1.0943489,4.325443,4.5267787,2.4067612,4.935875,23.803375,35.077595,25.086054
502,219.77667,60.101948,207.01497,36.427383,25.539234,36.971287,3.0205514,0.724183,4.099079,4.509471,2.2006137,4.784129,23.993408,34.40021,25.473251
503,225.04105,80.20435,213.01257,36.11989,20.507004,38.082603,2.3269107,0.4763751,4.214467,4.477994,1.5129881,4.914872,23.839104,42.05656,25.925407
