,k1,k2,k3,a1,a2,a3,g1,g2,g3,n1,n2,n3,b1,b2,b3
2510,249.38512,67.98999,196.768,36.403202,28.925816,37.080368,1.7461522,0.6531716,4.686687,4.5168166,1.8953905,4.9553995,23.667555,39.160187,25.144058
2511,227.88205,60.842587,209.92522,33.826073,30.831654,36.00681,2.3402336,0.13146734,3.333755,4.786537,1.8853998,4.3654613,23.667864,37.36675,23.984205
2512,241.9636,66.883,211.04916,34.963356,24.971779,31.311825,0.3895669,0.78219473,4.130156,4.883445,2.1347287,4.791836,23.4576,41.43717,25.063408
2513,235.20201,98.44965,216.06815,37.12761,21.417055,37.666153,2.0158825,1.4034941,3.6654496,4.6096973,2.9954906,4.6546,23.538572,36.36268,25.047216
2514,220.44168,75.86171,210.61568,36.826378,27.586761,39.22763,4.2398734,0.25553244,4.8828487,4.684514,1.8736373,4.559556,23.57111,41.48292,24.891426
2515,236.21957,61.161896,189.72992,37.34349,32.568855,39.727276,1.2322791,0.84141546,3.501787,4.261902,1.9733001,4.3203464,23.961266,40.863407,24.07934
2516,225.60321,75.40087,213.85303,37.148205,21.427294,36.124416,1.6323514,1.1358073,3.1505873,4.218362,2.3387825,4.746415,23.524233,39.32283,25.749699
2517,243.1508,53.521084,212.1127,38.987823,31.166588,38.155678,1.6419691,0.89144355,2.813103,4.2618585,1.4582399,4.3712864,23.948135,42.568256,24.661406
2518,234.33131,69.8491,201.39108,37.324516,28.159288,37.87842,1.8387806,1.7777909,4.7510324,4.433745,2.8014266,4.9344187,22.888056,38.325718,24.911104
2519,232.19154,70.58421,212.54343,35.217915,23.88903,34.37396,4.0178533,0.7822944,4.1466994,4.468617,2.263574,4.957694,23.798992,40.296825,25.044258
2520,223.98325,63.228806,228.61841,36.849243,24.074179,32.042923,1.6675715,0.13043505,2.2274158,4.705456,1.8024786,4.895294,23.457018,36.054188,24.964277
2521,215.24422,62.55563,192.57071,37.014515,31.303318,38.18505,3.6056912,1.2812483,4.73033,3.625724,2.5898979,4.7215233,24.04449,41.088856,24.895357
2522,219.75105,60.035988,210.04427,36.980804,33.169155,37.182785,3.537465,1.1606743,4.684184,4.3317385,2.4958258,4.878948,24.43346,40.14062,25.288713
2523,217.82687,40.226357,204.64194,38.010254,37.52243,38.803795,4.7518983,0.046854313,3.9066494,4.0958347,1.2060155,4.619478,24.649998,36.704075,26.22133
2524,196.03741,47.156723,206.42607,37.866997,36.70331,36.972885,4.664757,0.47710025,3.4164472,3.4435892,1.5451812,4.714183,23.843145,40.80159,25.321287
2525,231.97948,50.69759,204.4621,34.73761,32.28369,35.906013,4.941614,0.21785069,4.0265155,4.80816,1.5510969,4.8214655,23.973877,42.719814,24.26287
2526,222.95956,70.54689,229.47298,36.705097,24.586569,36.870716,3.0793083,0.96537876,2.6775007,3.938139,2.2403445,4.3706694,23.444187,39.27362,25.380423
2527,215.72078,63.692116,235.35182,38.846733,27.586784,38.02231,3.5331864,0.5610765,0.9226353,4.113423,1.2058902,4.1145153,23.695103,39.0243,25.114765
2528,205.80551,92.40545,205.45232,39.27128,20.220205,38.468933,4.361333,1.3352158,4.680882,3.3189778,2.733902,4.697012,23.822847,41.6557,25.575306
2529,239.70105,73.67446,215.50598,38.05425,24.224796,37.266655,0.6454834,1.6828864,3.6461713,4.226321,3.0361147,4.6615353,23.810518,42.30245,25.186058
2530,242.37192,75.23604,210.37245,35.301254,22.84246,37.119473,1.1976004,0.1175569,3.8404896,4.9249344,2.0517256,4.071924,23.865517,42.00513,25.400467
2531,215.58217,43.644875,214.10812,35.518524,35.146873,35.42452,4.9273353,0.39127412,3.5975866,4.6603084,1.6585307,4.9751344,23.597672,40.430576,25.90556
2532,219.82082,63.468357,215.4665,38.9943,26.792267,39.360863,2.4710839,0.095243365,2.366735,3.4828818,1.3743007,4.470652,24.16872,39.139812,25.821112
2533,235.44717,61.703396,185.8216,35.773277,32.03575,34.92926,1.8604805,0.45980698,4.5516787,4.5394726,1.8908794,4.94158,23.132113,41.178577,25.663698
2534,246.86205,62.04033,213.70312,37.014755,28.86709,39.653885,2.4687076,0.3398114,3.2053986,4.7840214,1.6939913,4.2589364,24.064045,39.966484,25.078672
2535,235.30049,68.14717,215.74716,37.69198,26.781612,39.646435,2.640468,0.51606643,2.725627,4.0462008,1.9588823,4.034584,24.22194,45.15842,25.457685
2536,210.43893,67.56698,194.47258,38.856133,32.374187,38.018097,2.6499586,1.0439792,4.790895,3.7712924,2.4850664,4.959219,23.40006,34.841606,25.09762
2537,245.79941,63.372128,205.91966,36.14853,28.529646,35.585648,0.08843021,0.9579395,3.647405,4.6590376,2.225626,4.57618,23.747562,39.86869,25.119585
2538,247.05028,71.29478,218.22275,34.90062,21.177507,34.99057,2.1913488,1.0653092,3.5523117,4.9062443,2.2923377,4.8311186,23.862343,40.713173,24.464874
2539,211.45055,46.744545,208.19646,36.483856,39.40194,36.203934,1.6064205,0.5623956,3.1106427,3.797269,1.6975967,4.574546,23.732439,37.457222,24.993357
2540,210.44943,64.90788,215.65535,32.958076,23.999979,34.357193,3.3200831,0.4413763,3.1890106,4.7677436,1.9094212,4.6952457,24.38826,45.343224,25.334988
2541,207.92426,62.3271,223.17853,34.53218,24.860748,36.78293,4.329852,0.33938512,0.9341675,4.7033577,1.6253123,3.5968425,24.447275,40.407658,25.43855
2542,223.47054,76.29692,201.64944,37.353863,26.92009,38.054344,1.5949382,1.2531441,3.0081067,3.6103623,2.616877,3.969382,24.011482,37.105194,25.239683
2543,227.17097,64.13862,215.41748,34.75383,21.633923,35.63108,0.6978837,0.039423984,1.8178905,4.134261,1.5478194,3.9223478,24.219814,43.322464,25.213179
2544,220.18027,61.18863,205.48013,39.462547,28.26664,35.66768,2.4845026,0.6821001,4.311617,3.7392707,1.8602085,4.7707396,23.772472,37.94484,25.879557
2545,216.99059,68.86639,197.61365,37.56505,28.355858,37.796314,3.5946262,0.9398847,4.5825872,4.4310675,2.0552697,4.4195814,23.603685,34.245117,25.21906
2546,224.72641,66.38247,233.07741,35.620102,20.616632,39.770073,3.024589,0.7474997,0.80961215,4.905752,1.8823183,3.8514824,23.749214,39.025867,24.609756
2547,238.98946,49.03725,222.34302,34.40529,28.182838,33.79737,2.1953197,0.63096076,2.132952,4.9302855,2.0522635,4.531007,23.775494,41.08569,24.994366
2548,235.38603,78.68997,221.42133,35.654465,21.330858,35.833557,3.7448585,1.6185944,1.8623819,4.8884134,2.7201042,4.257169,23.58284,43.030716,25.417347
2549,247.91798,50.57776,214.50769,35.863018,36.63517,38.705326,1.4273102,0.46463585,1.7481372,4.5074587,1.823961,3.3114586,24.114304,40.929684,24.960094
2550,203.79604,47.970978,233.89925,39.28392,35.467606,37.750916,4.518137,0.6754197,1.9892137,3.2115066,1.3097042,4.2741947,24.155014,39.89396,24.433012
2551,242.3968,59.874653,201.1829,34.67924,26.679628,35.148388,0.32148623,0.604961,4.92418,4.9901924,2.1813838,4.7714376,23.385572,43.67147,25.298143
2552,238.63577,80.04387,224.00957,35.739426,23.450104,33.58406,2.2225423,1.6452091,2.6648664,4.2194777,2.6528392,4.4820337,23.29304,41.237976,24.570723
2553,244.17607,68.39993,217.77847,37.15647,21.990316,33.50936,2.2675824,0.5985033,3.7258446,4.445605,1.892606,4.6199446,24.314764,46.17273,25.672497
2554,234.25563,73.96744,212.47551,38.449738,24.516071,37.004642,1.654665,0.9344307,4.41249,4.10472,2.2396483,4.8264623,24.251684,41.654,25.055298
2555,230.23576,78.763954,207.58981,35.4499,24.721622,37.033546,3.1177378,1.7786164,4.5781717,4.4308186,3.2186897,4.4317183,24.131092,38.442463,24.349928
2556,208.69743,75.26106,211.89548,39.823666,22.038355,36.952656,4.0122786,1.8177396,4.9094687,3.4232187,3.291398,4.942742,24.1279,39.965984,25.57525
2557,220.25005,66.63744,183.88066,38.29786,28.394043,39.574966,2.242747,0.6752345,4.9120016,3.948022,2.0051596,4.9287086,24.370483,38.701412,25.527876
2558,215.14449,60.305492,227.55736,37.86791,22.08128,31.905247,4.2703958,1.5015833,2.3573651,4.147455,1.8812622,4.563505,24.414852,31.38363,25.209877
2559,249.81778,64.07476,220.08801,36.430546,28.319317,34.43851,0.3400657,1.1783217,3.3592463,4.82777,1.9987812,4.478711,23.48814,41.533245,25.263405
2560,247.57991,79.9511,207.00111,36.633587,23.907595,36.852577,3.1720881,1.8701004,4.751708,4.6127806,4.386688,4.947891,23.198143,41.414238,24.88715
2561,227.60342,66.4666,231.99088,39.46611,23.570284,32.720093,3.5222065,0.4936477,3.5706077,4.0083814,1.8591683,4.891488,23.996101,43.195957,25.63335
2562,227.88498,71.71484,213.87344,35.822067,21.535883,37.23629,0.9713335,1.0919433,3.1701276,4.183333,2.4070973,4.3624926,23.853285,47.01322,25.000704
2563,232.69981,56.47737,226.5565,36.249863,32.230446,33.7835,2.5283532,0.7585797,2.9209445,4.654474,1.4737432,4.9200993,23.967852,40.33955,25.33951
2564,220.58696,49.18814,206.74944,34.709564,39.966213,34.098846,2.160653,0.22346573,3.944608,4.983112,1.0000281,4.8503532,23.577932,41.575787,25.715391
2565,247.66649,66.68508,203.39828,35.339027,26.258213,36.086952,1.4323771,0.44309545,4.3384166,4.7275968,2.0959268,4.5881786,23.770369,42.951035,24.09423
2566,224.53433,76.87338,198.24416,37.72495,27.443495,38.632103,3.3153782,0.6141423,3.3219278,3.7892973,2.1199148,4.520563,23.472519,47.5798,25.682684
2567,200.15288,54.597176,223.14749,39.859814,28.520958,36.310257,2.1980314,0.63312703,1.4790009,2.984945,1.3317641,4.1891117,23.780975,39.565193,25.232613
2568,219.2807,59.958183,209.00386,39.443626,33.61342,38.891144,1.7454069,0.43634382,3.488709,3.1038113,1.8194921,4.3120027,24.428108,43.76384,25.20186
2569,237.03499,54.374115,220.775,35.83453,38.00695,37.093147,1.1894834,0.23617834,1.8189452,4.3303823,1.5531046,4.027458,23.26869,39.804726,24.60132
2570,222.31956,59.880554,220.82901,36.1037,27.840984,35.808197,3.4415083,0.27163416,2.5060499,4.570432,1.4769375,4.771122,23.953945,43.349987,25.13227
2571,219.42874,61.53573,223.45049,34.10894,30.154324,35.411438,3.5012918,1.0168673,1.8505635,4.576486,1.892576,4.365852,23.613535,41.425964,25.011518
2572,241.96036,62.057144,203.84015,37.012955,32.817417,36.062,0.6768018,0.83679265,3.8093472,4.521776,1.9147131,4.7591166,23.766712,40.097588,25.387476
2573,236.09721,61.12638,199.24455,36.772385,30.463743,39.131096,1.1714015,0.44266498,4.4314117,3.8847175,2.1513011,4.466127,24.008732,28.985792,25.817968
2574,240.14307,58.886,209.63399,37.663692,24.407173,35.11653,2.2240613,1.2029213,3.6464431,3.8656597,2.1605368,4.825136,23.576748,40.777214,24.984318
2575,247.91246,67.31184,204.71683,33.940353,27.609776,35.160316,1.207969,0.47245145,4.8112764,4.775729,2.18668,4.7411404,23.009993,41.687733,25.483137
2576,245.89091,59.09205,212.51053,37.07319,33.505516,35.140846,0.10815374,0.4362959,3.63987,4.7558775,1.4755294,4.4918985,24.149088,41.8213,26.550688
2577,224.34161,80.82869,199.28459,35.18277,20.211994,38.4573,2.382498,1.7805431,4.8042574,4.4382925,3.621216,4.991025,24.33552,38.922577,24.920464
2578,241.00604,65.97004,209.96786,35.40928,23.059948,35.047615,1.1326606,0.4072304,3.4595819,4.538289,2.060964,4.8497725,23.596825,41.788723,25.865236
2579,240.95111,61.341427,228.29372,34.192215,30.41503,34.956825,3.325786,0.32087898,3.4524248,4.844198,1.7857523,4.425479,23.979645,39.643154,24.203707
2580,213.38054,60.735794,240.86661,36.161434,27.531586,32.885822,4.1667657,0.5194194,2.2410007,4.1914854,1.671684,4.8538837,23.310146,45.1721,25.579355
2581,240.52428,61.64377,190.61598,36.732056,25.977894,37.16853,0.92204577,0.75967366,4.830917,4.457286,1.8121114,4.8771467,24.284924,42.91927,24.975359
2582,199.18958,73.98862,193.36345,37.30898,28.513405,39.152355,2.7211852,0.40021625,3.1621084,3.6496964,2.37607,4.1565294,23.526981,41.201283,25.32134
2583,212.04529,84.999954,210.50673,36.209785,23.54965,35.698517,4.8546624,0.6888751,4.285956,3.6391754,2.426972,4.7417765,23.5474,41.9282,25.336472
2584,234.92632,62.352295,248.05048,36.629723,24.028591,36.938072,0.862756,0.84366804,0.5891763,4.3797593,1.9440019,4.0109043,23.907276,37.709217,23.7695
2585,233.21594,45.61329,215.29562,37.020096,35.72547,36.606384,3.6317077,2.161799,3.0523958,4.522676,1.9343243,4.6528,24.436937,39.09938,23.893497
2586,209.05829,68.87083,207.9167,37.67025,25.450006,39.984932,4.3501325,0.81260866,2.9049566,4.410714,1.7208195,4.350319,23.542145,41.53449,24.993065
2587,238.22075,77.10962,232.80785,36.729202,21.933298,34.882515,0.7931981,0.8039724,1.3692516,4.282339,2.33408,4.4199553,23.82339,41.9583,25.289488
2588,232.24649,71.01121,220.35883,38.30581,29.29947,37.212875,2.5896277,1.8898011,4.14072,4.5099287,3.0741854,4.767414,23.819979,39.643024,25.376139
2589,217.02115,66.16451,204.38258,39.878075,24.38861,37.48729,1.6058385,0.82898307,4.1339793,3.4641738,2.203143,4.853669,24.009106,35.890514,25.405897
2590,234.9074,78.12983,201.26936,35.247597,23.55505,37.742283,0.36182338,1.1828353,3.7941036,4.9053116,2.9048498,4.7675962,23.963074,37.43497,26.977789
2591,224.20094,74.20053,214.74245,34.359978,20.322716,35.502647,4.9259577,1.0692136,3.6573071,4.882779,2.6079695,4.791161,23.299486,42.749897,25.254042
2592,228.95709,74.82857,195.65404,38.30529,21.703798,39.993984,1.2499398,1.0215827,4.6963854,3.9531002,2.3186784,4.7892466,23.650974,40.40954,24.913872
2593,235.89508,65.76915,221.16672,35.641197,26.564774,37.371788,1.1164639,0.61061406,2.8577886,4.7885094,1.8418068,4.007245,23.937214,36.955418,24.97826
2594,238.51503,65.595634,213.71022,36.698177,26.351978,36.200462,1.6952075,1.080537,4.218036,4.30095,2.2891345,4.9886713,23.788113,42.991127,25.28556
2595,215.23494,54.162838,225.56474,35.709457,33.65647,38.266804,4.47374,0.65487194,2.5342152,4.6683855,1.5789192,4.45879,23.406767,42.58962,24.883617
2596,248.00331,62.66237,205.87137,34.97398,29.059177,39.607353,2.9550955,0.101830095,3.4521115,4.5063562,1.9517102,4.372966,23.636517,37.342365,25.169697
2597,230.81328,72.65535,223.53975,34.036682,23.659492,34.601273,4.818155,1.2368305,2.2394707,4.9085245,2.1736894,4.3169603,23.342682,48.610607,25.375671
2598,245.65955,65.77018,224.53998,37.263783,27.844372,34.394035,2.3386812,1.3383209,3.047887,4.612997,2.5290806,4.583847,23.437065,43.56864,24.78537
2599,224.96121,68.13136,191.52702,36.42704,32.600517,37.893444,2.501495,0.021000069,4.457251,4.580549,1.5866772,4.920704,23.147943,42.65192,25.242817
2600,207.68515,72.011536,209.28485,35.527718,28.527782,36.592575,2.926753,0.5409695,4.892352,4.442585,2.4076529,4.664853,23.877245,36.54125,25.941322
2601,203.38373,62.422546,226.64243,38.438915,29.730307,37.000336,3.9312425,0.33349875,1.9630756,3.321599,1.6977592,4.3292255,23.44731,36.91381,24.531475
2602,245.7615,76.634094,208.41821,36.70517,20.158304,35.58078,0.7683721,1.40153,4.0305643,4.74288,2.5076728,4.8637114,23.664875,39.956665,25.093842
2603,233.57698,80.33407,195.62907,35.47654,21.109531,37.948875,2.043978,1.3647658,4.9403763,4.565376,2.9065123,4.6651025,24.09371,39.119965,25.451958
2604,185.60834,63.341022,215.3288,39.71241,22.763153,38.86106,4.6671968,0.7396418,2.3948505,2.9911065,1.8389649,4.372941,23.743784,43.054577,25.374348
2605,201.18391,62.167645,205.48491,35.98894,30.51384,37.737305,4.760879,0.11607266,3.9938765,3.60148,1.693544,4.9712543,23.580309,41.0024,25.162842
2606,198.96213,83.14088,233.10643,38.673046,22.231352,37.56511,4.3098197,1.6065568,3.1615767,3.145608,3.0152483,4.5600605,23.967932,44.521603,24.848099
2607,232.62953,54.129932,210.68529,36.49523,30.138222,37.32302,1.2035261,0.6974263,2.1327085,4.708296,1.8417379,4.1899157,23.952394,39.68125,24.931965
2608,225.77748,56.962498,219.51073,37.70167,27.423655,35.68547,1.0458428,0.6017404,3.0291023,3.9818757,2.1410646,4.703825,23.629704,36.78445,26.219448
2609,212.1115,64.13101,229.50327,35.214382,24.891827,37.380985,4.1997375,1.4384841,1.843202,4.278265,2.4516706,3.8464174,23.442144,40.837906,24.685856
2610,236.73352,59.18282,184.99767,35.405502,30.310503,39.812126,2.0080624,0.22386847,4.487026,4.200692,2.1794157,4.607537,23.52816,40.285965,25.50334
2611,229.42001,64.84542,221.42192,39.09228,23.979212,36.747276,1.6919904,0.26184148,2.464247,3.77574,2.0056171,4.8225155,23.680845,45.31357,25.378782
2612,243.89316,74.47786,207.2238,35.85379,25.384624,36.953506,1.0544215,1.0712631,3.2491388,4.315447,2.16087,4.6720886,23.796143,40.858574,24.319265
2613,206.61421,55.55228,203.11577,39.754295,29.023037,34.857002,1.1691182,0.3282788,3.988495,3.5091956,1.4346998,4.8521376,23.92184,39.20394,25.019318
2614,225.241,65.07717,213.80334,34.71617,31.273758,36.6347,2.1498997,0.23407377,4.1554155,4.791149,1.6645226,4.637188,24.47887,42.395046,25.27638
2615,229.16417,47.091034,214.87854,37.663948,30.83984,34.77168,2.4246237,0.19942701,3.2220144,3.889027,1.778949,4.7241178,23.956064,41.346745,25.844374
2616,228.51677,54.71376,196.13272,38.166275,37.376934,36.920815,3.3663745,0.5816802,4.8221393,4.1067376,1.4273651,4.931612,23.502993,38.480534,25.451385
2617,246.168,62.787205,222.37521,36.120323,26.388868,32.943516,3.1542609,0.2019654,3.3058784,4.708047,1.5937184,4.6246605,24.246675,44.30049,25.547369
2618,232.29266,46.94303,200.3264,37.3432,38.311813,37.48829,1.3459935,0.2715563,4.30002,3.5603383,1.717834,4.761052,23.718649,39.678665,25.49212
2619,239.49696,75.455536,217.64989,35.90848,20.15598,35.29201,0.45467305,0.76399034,3.1720362,4.2966623,2.4983926,4.4256554,23.77192,47.75959,24.578646
2620,220.93613,58.61147,197.22601,36.07825,34.599922,36.160545,4.257889,0.76592076,4.5207644,4.3719883,1.9881237,4.991726,23.616854,38.007454,24.886467
2621,205.23872,71.98852,206.04259,39.395054,27.25595,39.122272,4.861899,0.43320084,4.7945194,3.453139,1.6180313,4.999372,23.644552,40.660465,25.161999
2622,245.36288,63.909897,211.15164,35.821384,27.057919,37.64607,2.38456,1.6537464,4.151078,4.7183247,2.6997235,4.95944,23.410292,33.9245,24.604486
2623,217.59534,61.912693,233.91472,35.614796,23.950462,36.97219,4.5555534,0.76198566,1.1583104,4.359696,1.7591019,4.2054358,23.857567,36.473965,24.799536
2624,224.81142,71.54513,203.2851,34.896378,28.03387,39.513374,3.9587307,0.3397051,3.0784438,4.529132,1.8079045,4.161713,23.22657,39.997818,25.588448
2625,229.21074,54.465992,219.42337,36.42572,28.145271,36.104965,2.440034,0.42686945,1.7067118,4.614294,1.4929377,4.0388155,24.195982,42.9453,24.721575
2626,243.47456,79.52128,213.12279,36.634483,21.813084,36.90233,1.8869474,1.6586039,2.3010364,4.6083956,2.9940104,4.4142523,23.66805,43.524723,25.451977
2627,203.18698,59.555748,242.45728,38.51409,26.520319,35.62085,4.9099026,0.8045494,2.3473094,3.4835098,1.9270222,4.741127,24.113293,36.059643,24.509579
2628,221.26118,72.13688,192.53764,38.7909,20.480852,36.19787,0.10667679,1.2311372,4.8946233,3.5329673,3.138659,4.868249,24.28968,37.976658,24.559809
2629,237.7067,61.95279,208.88715,36.25856,26.754034,37.833927,4.141107,1.1537948,4.1289034,3.604895,2.1765838,4.6992893,23.654188,45.136642,24.922009
2630,234.58574,67.2803,241.2437,35.81566,21.134857,38.394123,1.8369806,0.9695205,0.43506813,4.910104,2.0164065,3.5974913,24.272696,45.663383,24.867624
2631,217.16272,76.12156,230.45255,37.837475,20.933117,38.49488,3.7547617,2.1258233,1.4425933,4.049226,3.1586726,3.8148978,23.717882,39.806515,24.136
2632,220.5563,74.28373,201.40753,39.38127,23.639515,38.99212,2.9315429,1.5128267,4.2024803,3.8401613,2.6262774,4.444354,23.639767,38.44891,25.501534
2633,231.54062,56.393616,212.21233,36.122063,32.464462,37.419575,1.5123456,0.008526014,2.8001854,4.1916575,1.8140434,4.2523174,23.362467,37.75137,25.349096
2634,228.87001,59.597878,233.1224,35.93823,24.879473,35.886757,3.2867913,0.25834125,0.95874596,3.9989154,1.6379254,4.8254423,23.796608,41.480988,25.12977
2635,240.5479,75.70068,229.05267,37.553734,20.628843,36.70967,1.8643569,1.5981998,2.8714488,4.349059,2.682406,4.5627317,24.04383,41.833904,24.514555
2636,236.30139,67.612816,200.2103,37.040726,28.432285,38.04757,1.7858106,0.54732287,4.4309626,4.0948043,1.8472464,4.4618473,23.79853,39.597954,25.027765
2637,218.92702,74.36029,217.66638,35.90721,22.2644,37.18482,4.1486874,0.2683607,3.1449726,4.4009085,1.9234555,4.281357,23.71742,41.61605,25.201109
2638,200.17181,78.01059,205.3371,38.644875,22.111044,35.71077,3.2997873,1.0570235,4.060394,3.1968806,2.5682573,4.7555428,23.641665,41.874695,25.042038
2639,237.28426,79.531105,199.83153,35.53975,22.476091,35.777336,1.8974862,0.5697081,4.2026634,4.685157,2.1510115,4.887332,24.058401,47.71292,25.440996
2640,242.51639,66.44794,206.9518,36.680275,24.929905,36.573223,0.78204036,0.4894432,4.4078403,4.4827933,2.0278704,4.8338976,23.783508,43.25928,26.106907
2641,241.64671,70.48786,186.25397,35.045128,25.579088,38.338577,3.757992,0.6892189,4.982144,4.320698,2.341021,4.5855618,23.414629,37.64044,25.50701
2642,228.53886,64.256805,202.14912,36.337112,24.181713,36.74147,2.9770539,1.0060444,4.462802,3.7905,2.302781,4.7940702,24.02507,41.777348,24.051592
2643,224.2365,86.81773,207.13272,34.10907,20.889153,38.253086,4.3656616,1.5820308,3.1629083,4.733446,3.5661736,3.931362,24.489538,42.073467,25.690252
2644,209.90108,77.01981,176.50177,33.865414,24.778664,39.651154,4.2018304,0.64727604,4.9873986,4.726488,2.380457,4.8317957,23.816484,41.38885,24.938797
2645,218.68758,59.300724,227.83788,38.49462,24.419579,37.760967,2.1311865,1.9145297,1.9147835,3.6742942,2.2148678,4.2076616,23.642427,41.325035,25.475363
2646,242.61693,80.975845,226.93181,35.270966,20.103916,36.68374,2.9764488,2.0842562,2.6819072,4.9396706,3.73799,4.361248,24.285652,38.10494,24.73151
2647,242.95808,84.75407,203.8829,36.25843,21.478245,39.55296,2.1282687,1.7723944,3.9832938,4.1776705,3.231511,4.268701,23.592207,42.05785,25.311134
2648,224.79802,54.625393,235.4227,38.77337,25.023605,35.129433,3.1968248,1.1397603,1.528199,3.3263452,1.8173195,4.287451,24.245644,39.712444,25.076859
2649,240.44498,60.64371,221.83127,37.82998,28.170204,37.01178,2.2761424,0.17940043,2.3714464,4.2405586,1.4695141,3.769978,23.495367,41.009567,26.189018
2650,227.11685,84.2951,218.03844,36.900192,21.713623,37.32051,1.2451544,1.4729595,3.2065868,4.0567427,3.06605,4.1853056,23.671608,38.679493,24.998102
2651,235.69098,74.224144,218.79465,36.618313,24.998112,37.069756,1.821896,0.6978402,3.8814375,4.3028226,2.1573894,4.514503,23.823008,40.585876,25.491596
2652,227.90204,77.58317,192.00497,34.695816,24.418814,37.583794,2.8172226,0.6250311,3.9565217,4.9009686,2.0755615,4.3371124,23.981998,39.00904,25.051313
2653,221.37238,60.090446,219.35109,37.568867,21.305597,39.12278,1.8155944,0.06591363,1.3072414,4.057021,1.4963566,3.7474866,23.852018,44.378525,25.676802
2654,196.34337,62.826527,217.45483,35.803726,26.460506,37.75836,4.767667,0.15845704,2.2448535,3.7885718,1.5566585,4.264288,23.211918,41.837044,24.883451
2655,240.02277,58.901928,200.95493,34.5736,37.649353,37.53119,2.6040723,0.30845138,4.155679,4.8435955,1.5501943,4.59547,23.574121,40.10834,26.425182
2656,234.835,59.715347,238.36386,39.177063,20.919155,36.338715,0.6225299,0.94348663,1.0284348,4.4860077,1.7177291,3.9067411,24.049095,42.45502,24.716106
2657,214.53468,77.023506,215.62283,36.13199,21.68265,36.795853,4.00502,1.1258698,3.657931,4.4638166,2.323502,4.5196915,23.718773,45.18846,25.83556
2658,216.24055,55.685253,204.55272,35.09526,35.312332,39.647156,2.2849777,1.1024835,3.1722555,4.2293396,2.4111147,4.399517,23.524015,34.736404,25.664404
2659,244.07883,80.0502,206.02461,34.499565,22.810047,38.696228,2.4105847,1.731045,2.8444278,4.6512914,3.0953424,3.9730422,23.358505,39.90675,24.098392
2660,229.07785,75.596954,206.686,37.209274,26.741264,36.148613,2.7798283,0.06810946,4.936652,4.2719693,1.9924082,4.4748983,24.027885,42.54595,24.982317
2661,235.72574,87.934364,195.59268,34.976437,24.098442,37.855156,2.4410424,0.65157527,4.5920773,4.75278,2.2111619,4.931756,24.057852,39.34135,24.958256
2662,219.10323,64.99349,210.51328,36.905174,26.652464,38.441284,2.5597823,0.25505316,4.193136,4.431772,1.4877387,4.6373944,24.125227,37.382,25.840801
2663,208.1063,59.989323,202.42973,39.20606,24.28112,37.193466,2.6192656,0.19317877,3.1316476,3.4857,1.6058843,4.5690546,23.530222,36.94423,25.746885
2664,233.9111,43.285435,235.48305,36.01277,36.99073,34.093517,2.0936062,0.74544275,1.7627431,4.1877756,1.8064382,4.297654,23.761194,39.727345,24.779268
2665,230.46623,58.068047,208.59901,39.17347,34.59382,35.574448,1.0924026,1.2695975,4.616003,3.8315775,2.2187572,4.935651,24.121046,38.87852,25.148092
2666,244.27817,82.22266,219.76083,35.738007,22.152905,37.48489,1.6775905,0.704467,4.2472253,4.6535177,2.2220693,4.986695,24.857437,37.913742,24.120474
2667,230.45795,72.85322,180.48949,39.02677,24.333954,37.84349,0.7167533,1.2426808,3.8907547,3.327038,2.7194147,4.312024,23.63013,40.871964,24.776556
2668,229.46178,60.346527,241.33682,35.853058,24.595697,31.480808,0.329674,1.1913614,1.1646621,4.390106,2.5513296,4.5822954,23.56932,40.622776,25.215828
2669,236.70424,81.44362,210.54611,36.33657,27.167841,34.28091,2.1843386,0.44156933,4.7240562,4.3804884,2.1909494,4.830857,23.945194,40.27542,26.146381
2670,219.02617,70.77039,211.7186,36.742886,20.423113,34.88619,2.7718067,0.7628805,3.3485303,4.090971,2.2670028,4.910224,23.967424,40.458286,24.989012
2671,232.00372,65.02356,199.63962,33.64123,25.267036,38.318443,4.695868,0.13776103,4.234686,4.549844,2.200532,4.8547993,22.855593,37.711258,25.621422
2672,249.68837,63.605427,202.6554,36.618893,26.72404,36.77279,1.5958643,0.25376213,3.603354,4.213421,1.6690202,4.61372,23.776167,40.245537,25.551958
2673,206.99455,63.53973,213.59444,38.613304,22.389935,37.785027,3.2034664,0.7119716,2.5884917,3.5625918,1.8751994,4.3993516,23.502655,37.867813,25.197653
2674,234.90187,66.30129,197.96005,35.082123,29.100508,36.45871,2.5160382,1.8617045,4.0017023,4.270175,3.0232325,4.8942747,23.668228,37.267727,24.987446
2675,179.62062,33.20363,211.33884,38.387527,39.286694,38.246998,3.1763222,0.35469937,1.651892,3.286887,1.2127498,4.6860456,23.194902,34.713562,25.443205
2676,214.07509,73.33825,204.65742,36.58935,22.102901,37.637108,2.3802428,1.1305051,3.3807328,4.2789116,2.0398948,4.1435175,23.769892,49.52442,24.802402
2677,238.86237,78.34859,203.8632,38.84665,24.757156,38.360237,0.972824,1.7084934,3.4627297,3.62098,2.801518,4.3962517,23.71085,39.793056,24.1584
2678,226.28474,77.93805,200.156,37.66909,21.555418,35.614304,1.5055317,0.44295713,4.6489305,3.8994477,1.9534421,4.617834,24.103905,40.45896,25.677055
