,k1,k2
676,249.52664,246.81023
677,245.4875,247.29144
678,244.43561,247.05939
679,247.26088,247.10097
680,248.74796,247.46942
681,248.55891,246.58885
682,248.37196,247.0988
683,249.33974,246.40222
684,247.0188,247.40878
685,242.31227,247.31822
686,248.97318,246.7728
687,249.11925,246.74855
688,246.30939,247.55684
689,248.32164,247.9958
690,248.1357,246.35507
691,249.76149,246.50581
692,246.68358,246.59052
693,249.24773,246.68277
694,244.62569,247.15208
695,247.67084,246.85417
696,247.30495,247.11
697,248.86327,247.05807
698,246.6409,246.97795
699,248.0911,247.04393
700,248.20143,247.321
701,249.52142,246.7086
702,246.0567,246.18874
703,248.51622,247.20348
704,247.65355,247.33319
705,246.62527,247.00114
706,243.76077,247.35826
707,245.98006,246.91531
708,247.29663,246.54602
709,247.7094,246.8985
710,246.80563,247.03806
711,248.25812,247.42271
712,244.14798,247.81998
713,248.2358,247.21942
714,248.85515,247.03792
715,249.46933,246.65312
716,249.0933,247.06477
717,249.39314,247.71056
718,247.38678,247.03372
719,249.69131,246.49358
720,249.41667,246.1643
721,246.6668,247.75021
722,247.07181,246.7933
723,246.43193,246.60388
724,249.29295,247.12791
725,249.63025,247.1298
726,245.31079,247.34708
727,249.80356,246.92717
728,248.99342,247.02821
729,244.96432,247.20183
730,246.38405,247.12833
731,245.20415,247.83365
732,245.3162,246.72272
733,245.9962,246.94951
734,245.88979,246.71748
735,247.5274,246.9492
736,249.05118,246.5026
737,249.42572,246.90486
738,248.02557,247.00362
739,244.07388,247.58423
740,246.09113,246.98235
741,247.47865,246.92717
742,245.04048,247.58043
743,248.90813,246.90804
744,249.05434,246.76227
745,248.29251,246.99788
746,249.7576,246.75587
747,248.98491,247.13527
748,246.03178,247.69817
749,247.90941,247.3475
750,248.24161,247.50201
751,244.18878,247.06024
752,249.21451,246.89668
753,246.30534,246.90515
754,248.03563,247.4861
755,248.1239,246.74915
756,245.55968,247.05197
757,249.87859,246.72746
758,246.4566,246.71992
759,248.3581,246.97818
760,249.5337,247.05511
761,247.68762,247.41824
762,244.16862,246.85828
763,249.76115,246.77739
764,249.91145,246.15492
765,245.13663,246.96974
766,248.972,245.96461
767,243.9481,247.34007
768,249.9676,247.12897
769,249.31271,246.1548
770,247.83453,246.67142
771,246.54654,246.48618
772,247.33531,246.87914
773,244.1637,247.42339
774,245.54625,247.77182
775,245.53589,246.9426
776,246.8139,246.80983
777,246.29585,246.8137
778,247.0094,246.71916
779,245.91661,247.2298
780,245.2195,247.34444
781,247.53856,246.53827
782,247.43826,246.77075
783,249.37323,247.38727
784,245.79152,246.95631
785,248.77417,247.52263
786,249.92368,246.13622
787,249.9271,246.6406
788,247.8803,247.0149
789,248.89066,246.77246
790,247.092,247.27081
791,249.063,246.69589
792,248.36977,246.3885
793,249.934,246.5463
794,249.56076,246.96391
795,246.82353,247.45668
796,249.10123,247.34912
797,246.65338,247.5357
798,249.5179,246.34999
799,245.35034,247.26794
800,248.2256,246.7007
801,246.99188,247.21786
802,249.21011,246.51167
803,249.90648,246.29395
804,248.2152,246.83183
805,247.20065,247.69066
806,246.95024,246.72601
807,244.7498,247.37564
808,248.67468,246.46906
809,249.80418,246.39035
810,246.78519,246.68689
811,241.08867,247.51341
812,249.46027,246.76422
813,245.1861,247.04175
814,247.40309,246.96327
815,245.95595,247.41537
816,244.80266,247.31874
817,246.32385,246.6167
818,245.09085,247.09126
819,241.55258,248.16475
820,248.01967,246.88467
821,248.5966,246.64108
822,249.1926,247.1647
823,248.77853,247.2816
824,243.79999,246.56378
825,248.53606,246.97472
826,246.84798,247.03963
827,243.99588,246.93954
828,247.43497,247.2885
829,248.26573,246.87259
830,247.83798,246.35088
831,247.7678,246.99434
832,248.32224,247.98434
833,249.84482,245.6944
834,247.49326,246.72443
835,247.77692,247.1622
836,249.48962,246.30074
837,243.72168,247.79608
838,248.95325,246.65239
839,248.24129,246.9474
840,245.56874,247.0517
841,248.0561,246.55328
842,249.6258,246.43637
843,249.6928,246.68208
844,248.4155,246.99403
845,248.48346,247.60751
846,249.52216,247.1374
847,245.51825,247.59703
848,249.21039,247.62268
849,248.56104,247.13791
850,246.987,246.88983
851,249.52307,246.26918
852,248.79565,246.43689
853,247.23604,246.85225
854,243.84856,246.9268
855,249.51254,246.41997
856,245.23174,246.8444
857,246.43846,247.69894
858,248.5973,247.55861
859,249.7954,247.05792
860,249.37364,246.6724
861,248.51582,247.06494
862,247.23387,246.74828
863,243.23769,247.8736
864,246.47195,247.16467
865,248.6121,246.96231
866,248.20537,246.99146
867,248.33502,246.9802
868,241.33063,248.05898
869,247.05159,247.39833
870,247.4575,246.60213
871,247.94672,246.58273
872,249.72911,246.48065
873,247.42627,246.83113
874,248.28484,247.05127
875,247.31898,247.12282
876,245.7348,246.72324
877,248.0104,246.5892
878,248.21516,246.29681
879,245.2245,247.77872
880,245.42955,247.1306
881,248.00465,247.02519
882,244.39326,247.32568
883,243.1286,247.4035
884,246.24161,247.22734
885,247.52199,246.65248
886,241.99146,247.46735
887,246.14157,246.75832
888,249.97145,246.99596
889,240.6613,247.56845
890,247.59923,246.8657
891,246.52971,246.72826
892,246.8477,247.09435
893,249.92365,246.93538
894,248.53218,247.23944
895,248.92958,246.98758
896,249.16693,246.5632
897,249.32712,246.9164
898,241.74033,247.735
899,247.38594,246.87825
900,246.28098,246.83284
901,248.3777,247.52333
902,245.27995,247.37126
903,248.33391,247.08446
904,247.66747,246.36407
905,247.318,247.01944
906,247.80605,246.55743
907,244.89662,247.44922
908,246.2039,246.62843
909,245.87569,246.82736
910,247.852,247.26518
911,248.0738,247.21613
912,245.94916,247.41182
913,248.19508,246.89482
914,249.48567,245.95732
915,249.15411,246.33502
916,248.90521,247.1075
917,249.19815,246.6799
918,244.71492,247.44463
919,245.8396,246.68425
920,248.55214,247.25702
921,246.57834,247.81029
922,243.14052,247.32811
923,249.97807,246.84839
924,246.93544,247.45993
925,249.27473,246.21884
926,239.72813,247.37598
927,246.81412,246.99258
928,249.39093,246.75275
929,246.78366,246.49837
930,247.40375,247.11766
931,247.90085,246.86345
932,249.54018,247.0546
933,247.70242,246.94997
934,244.2214,247.21683
935,248.32124,246.31656
936,249.8757,246.49994
937,247.13374,246.93977
938,245.32936,246.77568
939,248.10541,246.57028
940,248.14764,246.60272
941,247.81964,246.41771
942,244.25136,247.50441
943,247.12636,247.07664
944,247.63951,246.51683
945,249.78094,247.18591
946,245.88058,247.29471
947,246.94475,247.19054
948,246.21645,247.04117
949,247.5493,247.08905
950,244.59438,247.29883
951,246.79578,246.61446
952,249.48553,246.7559
953,248.25383,247.32312
954,247.3648,246.4723
955,248.63657,247.13252
956,243.76291,247.74193
957,249.30516,247.0197
958,246.69206,247.16391
959,244.10297,247.53926
960,248.81476,246.30067
961,248.62425,248.15593
962,247.13441,247.03175
963,245.69627,247.3475
964,242.10367,246.95782
965,249.7073,247.20831
966,248.13579,246.43631
967,249.82639,246.31555
968,247.38304,247.09007
969,249.37134,246.70563
970,245.98346,247.13109
971,248.68369,247.21269
972,249.78659,247.02635
973,248.3975,246.26118
974,249.7599,246.84761
975,249.8849,247.12602
976,247.04803,246.51231
977,246.51767,246.8855
978,249.36412,246.64218
979,248.33817,246.80731
980,249.47897,246.99419
981,245.52596,247.18999
982,246.9503,247.15926
983,249.76524,246.56943
984,244.25598,247.25798
985,249.67758,247.09856
986,246.31651,247.00041
