,k1,k2,k3,a1,a2,a3
0,61.038994,142.35583,189.0719,39.91462,39.976284,29.49559
1,60.0048,143.59894,192.11746,39.99372,39.96486,29.275284
2,58.71792,143.41896,191.44681,39.86594,39.961487,29.016766
3,58.34521,144.87363,191.72702,39.953114,39.978935,29.261692
4,59.14566,143.9621,191.99675,39.972313,39.974667,29.269142
5,59.434452,144.55142,190.99773,39.872757,39.963974,29.163635
6,58.663475,143.74257,193.67847,39.996674,39.98066,29.056114
7,58.384296,145.86182,192.79756,39.878838,39.98372,29.345482
8,57.61541,145.7953,197.38007,39.94175,39.99909,28.975739
9,57.95644,146.08635,197.68988,39.991547,39.974396,28.945976
10,57.831352,146.03651,197.41136,39.99406,39.95571,28.916891
11,57.882175,145.73817,197.3411,39.97918,39.99082,29.112411
12,57.28771,145.67845,196.38484,39.991024,39.95304,29.007202
13,57.235653,146.89658,198.19167,39.968025,39.991386,28.648306
14,57.204456,146.5643,197.36177,39.98617,39.949898,29.100445
15,57.166676,146.87881,196.24796,39.965374,39.94019,28.869202
16,56.906857,146.7716,198.53409,39.943024,39.954643,28.984375
17,56.986084,146.64441,198.51134,39.98802,39.86608,29.050276
18,56.93969,146.33524,196.37271,39.98992,39.999443,29.025148
19,57.345543,147.3718,195.59346,39.995926,39.98218,29.134163
20,57.50207,147.02335,195.69518,39.997192,39.971832,28.914227
21,57.125988,146.37634,195.69751,39.970665,39.987305,28.98079
22,57.781467,144.99481,196.526,39.947468,39.995773,28.967299
23,57.055214,146.90266,195.80383,39.962486,39.996834,28.861132
24,57.08335,147.00671,197.86932,39.958088,39.99442,28.842121
25,56.977207,146.46065,196.1647,39.960453,39.972816,28.819027
26,57.80295,146.44572,196.11722,39.968002,39.98266,28.79268
27,57.28932,146.47382,196.2084,39.979958,39.967667,28.86362
28,57.143467,146.51068,198.3242,39.98974,39.973434,29.127905
29,56.767925,146.89757,198.1225,39.963966,39.978638,28.826433
30,57.16082,146.34769,197.3099,39.958168,39.951996,28.887405
31,57.450325,146.30063,196.41795,39.973564,39.964653,29.00547
32,57.417988,146.14265,197.7504,39.982162,39.97264,28.945248
33,57.402412,146.90027,197.7664,39.994247,39.942673,28.799421
34,56.931442,146.78647,196.9283,39.992065,39.994995,29.083271
35,56.879158,146.74728,198.2738,39.975998,39.929012,28.84676
36,57.016514,146.22975,198.68242,39.97946,39.993717,28.82326
37,56.915638,147.13599,196.68687,39.98229,39.870018,28.520987
38,56.95001,146.72687,195.59651,39.986168,39.987183,29.044285
39,57.38576,146.65962,197.62881,39.99405,39.974194,28.80898
40,57.424217,146.30986,197.02115,39.917755,39.967968,28.732052
41,57.074738,146.24283,196.60489,39.96772,39.905785,28.697517
42,57.169502,145.67198,197.74687,39.985527,39.992203,28.816492
43,58.107685,145.69104,197.77728,39.98123,39.97497,28.812775
44,57.96341,145.63069,197.76068,39.960407,39.988083,28.917973
